"Per Pupil Expenditures by Function (District), 2019-20"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Meriden School District","=""0800011""","Central and other support services","$4,686,493",8118,2,"$577"
"Meriden School District","=""0800011""","Operation and maintenance of plant","$12,524,307",8118,2,"$1,543"
"Meriden School District","=""0800011""","Student transportation services","$5,772,505",6003,3,"$962"
"Meriden School District","=""0800011""","Food services","$219,746",8118,2,"$27"
"Meriden School District","=""0800011""","Enterprise operations","$943,207",8118,2,"$116"
"Meriden School District","=""0800011""","Minor school construction","N/A","N/A","N/A","N/A"
"Meriden School District","=""0800011""","Total","$126,001,745",8974,1,"$14,041"
"Middletown School District","=""0830011""","Instruction","$59,421,379",4913,1,"$12,095"
"Middletown School District","=""0830011""","Support services - students","$5,672,538",4548,2,"$1,247"
"Middletown School District","=""0830011""","Support services - instruction","$2,394,391",4548,2,"$526"
"Middletown School District","=""0830011""","Support services - general administration","$2,243,678",4548,2,"$493"
"Middletown School District","=""0830011""","Support services - school based administration","$4,668,011",4548,2,"$1,026"
"Middletown School District","=""0830011""","Central and other support services","$5,172,959",4548,2,"$1,137"
"Middletown School District","=""0830011""","Operation and maintenance of plant","$8,105,002",4548,2,"$1,782"
"Middletown School District","=""0830011""","Student transportation services","$7,133,727",4055,3,"$1,759"
"Middletown School District","=""0830011""","Food services","$985,345",4548,2,"$217"
"Middletown School District","=""0830011""","Enterprise operations","$733,378",4548,2,"$161"
"Middletown School District","=""0830011""","Minor school construction","N/A","N/A","N/A","N/A"
"Middletown School District","=""0830011""","Total","$96,530,407",4913,1,"$19,648"
"Milford School District","=""0840011""","Instruction","$83,844,639",5766,1,"$14,541"
"Milford School District","=""0840011""","Support services - students","$3,779,792",5583,2,"$677"
"Milford School District","=""0840011""","Support services - instruction","$2,363,992",5583,2,"$423"
"Milford School District","=""0840011""","Support services - general administration","$2,670,352",5583,2,"$478"
"Milford School District","=""0840011""","Support services - school based administration","$9,728,568",5583,2,"$1,743"
"Milford School District","=""0840011""","Central and other support services","$221,362",5583,2,"$40"
"Milford School District","=""0840011""","Operation and maintenance of plant","$11,155,989",5583,2,"$1,998"
"Milford School District","=""0840011""","Student transportation services","$4,843,911",4041,3,"$1,199"
"Milford School District","=""0840011""","Food services","$765,628",5583,2,"$137"
"Milford School District","=""0840011""","Enterprise operations","$1,466,410",5583,2,"$263"
"Milford School District","=""0840011""","Minor school construction","N/A","N/A","N/A","N/A"
"Milford School District","=""0840011""","Total","$120,840,644",5766,1,"$20,957"
"Monroe School District","=""0850011""","Instruction","$36,145,371",3195,1,"$11,313"
"Monroe School District","=""0850011""","Support services - students","$3,812,430",3123,2,"$1,221"
"Monroe School District","=""0850011""","Support services - instruction","$2,581,008",3123,2,"$826"
"Monroe School District","=""0850011""","Support services - general administration","$1,194,388",3123,2,"$382"
"Monroe School District","=""0850011""","Support services - school based administration","$3,933,672",3123,2,"$1,260"
"Monroe School District","=""0850011""","Central and other support services","$2,115,670",3123,2,"$677"
"Monroe School District","=""0850011""","Operation and maintenance of plant","$5,171,416",3123,2,"$1,656"
"Monroe School District","=""0850011""","Student transportation services","$2,875,222",3125,3,"$920"
"Monroe School District","=""0850011""","Food services","$42,720",3123,2,"$14"
"Monroe School District","=""0850011""","Enterprise operations","$704,237",3123,2,"$226"
"Monroe School District","=""0850011""","Minor school construction","N/A","N/A","N/A","N/A"
"Monroe School District","=""0850011""","Total","$58,576,134",3195,1,"$18,334"
"Montville School District","=""0860011""","Instruction","$25,966,887",2262,1,"$11,480"
"Montville School District","=""0860011""","Support services - students","$3,005,182",2049,2,"$1,467"
"Montville School District","=""0860011""","Support services - instruction","$727,336",2049,2,"$355"
"Montville School District","=""0860011""","Support services - general administration","$798,717",2049,2,"$390"
"Montville School District","=""0860011""","Support services - school based administration","$2,077,240",2049,2,"$1,014"
"Montville School District","=""0860011""","Central and other support services","$429,439",2049,2,"$210"
"Montville School District","=""0860011""","Operation and maintenance of plant","$4,009,423",2049,2,"$1,957"
"Montville School District","=""0860011""","Student transportation services","$1,766,118",2093,3,"$844"
"Montville School District","=""0860011""","Food services","$37,229",2049,2,"$18"
"Montville School District","=""0860011""","Enterprise operations","$490,040",2049,2,"$239"
"Montville School District","=""0860011""","Minor school construction","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Total","$39,307,610",2262,1,"$17,377"
"Naugatuck School District","=""0880011""","Instruction","$42,665,268",4662,1,"$9,152"
"Naugatuck School District","=""0880011""","Support services - students","$5,057,580",4359,2,"$1,160"
"Naugatuck School District","=""0880011""","Support services - instruction","$1,191,043",4359,2,"$273"
"Naugatuck School District","=""0880011""","Support services - general administration","$6,084,254",4359,2,"$1,396"
"Naugatuck School District","=""0880011""","Support services - school based administration","$5,826,107",4359,2,"$1,337"
"Naugatuck School District","=""0880011""","Central and other support services","$2,459,112",4359,2,"$564"
"Naugatuck School District","=""0880011""","Operation and maintenance of plant","$6,224,438",4359,2,"$1,428"
"Naugatuck School District","=""0880011""","Student transportation services","$3,195,557",3775,3,"$847"
"Naugatuck School District","=""0880011""","Food services","$0",4359,2,"$0"
"Naugatuck School District","=""0880011""","Enterprise operations","$0",4359,2,"$0"
"Naugatuck School District","=""0880011""","Minor school construction","N/A","N/A","N/A","N/A"
"Naugatuck School District","=""0880011""","Total","$72,703,359",4662,1,"$15,595"
"New Beginnings Inc Family Academy District","=""2800013""","Instruction","$4,618,783",505,1,"$9,146"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - students","$139,571",505,2,"$276"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - instruction","$0",505,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - general administration","$1,023,332",505,2,"$2,026"
"New Beginnings Inc Family Academy District","=""2800013""","Support services - school based administration","$395,398",505,2,"$783"
"New Beginnings Inc Family Academy District","=""2800013""","Central and other support services","$247,818",505,2,"$491"
"New Beginnings Inc Family Academy District","=""2800013""","Operation and maintenance of plant","$355,792",505,2,"$705"
"New Beginnings Inc Family Academy District","=""2800013""","Student transportation services","$39,493",505,3,"$78"
"New Beginnings Inc Family Academy District","=""2800013""","Food services","$0",505,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Enterprise operations","$0",505,2,"$0"
"New Beginnings Inc Family Academy District","=""2800013""","Minor school construction","N/A","N/A","N/A","N/A"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$6,820,185",505,1,"$13,505"
"New Britain School District","=""0890011""","Instruction","$115,732,330",11643,1,"$9,940"
"New Britain School District","=""0890011""","Support services - students","$4,856,341",10032,2,"$484"
"New Britain School District","=""0890011""","Support services - instruction","$4,432,950",10032,2,"$442"
"New Britain School District","=""0890011""","Support services - general administration","$3,374,714",10032,2,"$336"
"New Britain School District","=""0890011""","Support services - school based administration","$5,772,380",10032,2,"$575"
"New Britain School District","=""0890011""","Central and other support services","$5,654,000",10032,2,"$564"
"New Britain School District","=""0890011""","Operation and maintenance of plant","$13,303,209",10032,2,"$1,326"
"New Britain School District","=""0890011""","Student transportation services","$11,370,981",8011,3,"$1,419"
"New Britain School District","=""0890011""","Food services","$0",10032,2,"$0"
"New Britain School District","=""0890011""","Enterprise operations","$458,501",10032,2,"$46"
"New Britain School District","=""0890011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Total","$164,955,406",11643,1,"$14,168"
"New Canaan School District","=""0900011""","Instruction","$55,471,066",4228,1,"$13,120"
"New Canaan School District","=""0900011""","Support services - students","$8,236,006",4208,2,"$1,957"
"New Canaan School District","=""0900011""","Support services - instruction","$2,408,375",4208,2,"$572"
"New Canaan School District","=""0900011""","Support services - general administration","$1,681,257",4208,2,"$400"
"New Canaan School District","=""0900011""","Support services - school based administration","$4,499,016",4208,2,"$1,069"
"New Canaan School District","=""0900011""","Central and other support services","$5,232,834",4208,2,"$1,244"
"New Canaan School District","=""0900011""","Operation and maintenance of plant","$8,194,016",4208,2,"$1,947"
"New Canaan School District","=""0900011""","Student transportation services","$5,410,234",3888,3,"$1,392"
"New Canaan School District","=""0900011""","Food services","$402,545",4208,2,"$96"
"New Canaan School District","=""0900011""","Enterprise operations","$1,417,303",4208,2,"$337"
"New Canaan School District","=""0900011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Canaan School District","=""0900011""","Total","$92,952,654",4228,1,"$21,985"
"New Fairfield School District","=""0910011""","Instruction","$24,914,591",2213,1,"$11,258"
"New Fairfield School District","=""0910011""","Support services - students","$3,742,258",2179,2,"$1,717"
"New Fairfield School District","=""0910011""","Support services - instruction","$2,373,046",2179,2,"$1,089"
"New Fairfield School District","=""0910011""","Support services - general administration","$867,809",2179,2,"$398"
"New Fairfield School District","=""0910011""","Support services - school based administration","$2,677,738",2179,2,"$1,229"
"New Fairfield School District","=""0910011""","Central and other support services","$1,079,904",2179,2,"$496"
"New Fairfield School District","=""0910011""","Operation and maintenance of plant","$3,654,668",2179,2,"$1,677"
"New Fairfield School District","=""0910011""","Student transportation services","$2,093,988",2243,3,"$934"
"New Fairfield School District","=""0910011""","Food services","$0",2179,2,"$0"
"New Fairfield School District","=""0910011""","Enterprise operations","$0",2179,2,"$0"
"New Fairfield School District","=""0910011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","Total","$41,404,003",2213,1,"$18,709"
"New Hartford School District","=""0920011""","Instruction","$5,797,335",461,1,"$12,576"
"New Hartford School District","=""0920011""","Support services - students","$131,885",434,2,"$304"
"New Hartford School District","=""0920011""","Support services - instruction","$178,145",434,2,"$410"
"New Hartford School District","=""0920011""","Support services - general administration","$409,773",434,2,"$944"
"New Hartford School District","=""0920011""","Support services - school based administration","$419,196",434,2,"$966"
"New Hartford School District","=""0920011""","Central and other support services","$145,603",434,2,"$335"
"New Hartford School District","=""0920011""","Operation and maintenance of plant","$860,397",434,2,"$1,982"
"New Hartford School District","=""0920011""","Student transportation services","$616,374",443,3,"$1,391"
"New Hartford School District","=""0920011""","Food services","$21,516",434,2,"$50"
"New Hartford School District","=""0920011""","Enterprise operations","$0",434,2,"$0"
"New Hartford School District","=""0920011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Hartford School District","=""0920011""","Total","$8,580,223",461,1,"$18,612"
"New Haven School District","=""0930011""","Instruction","$233,363,364",21197,1,"$11,009"
"New Haven School District","=""0930011""","Support services - students","$15,395,345",20554,2,"$749"
"New Haven School District","=""0930011""","Support services - instruction","$4,009,295",20554,2,"$195"
"New Haven School District","=""0930011""","Support services - general administration","$6,807,411",20554,2,"$331"
"New Haven School District","=""0930011""","Support services - school based administration","$21,553,385",20554,2,"$1,049"
"New Haven School District","=""0930011""","Central and other support services","$12,701,173",20554,2,"$618"
"New Haven School District","=""0930011""","Operation and maintenance of plant","$35,472,952",20554,2,"$1,726"
"New Haven School District","=""0930011""","Student transportation services","$28,263,904",26657,3,"$1,060"
"New Haven School District","=""0930011""","Food services","$410,860",20554,2,"$20"
"New Haven School District","=""0930011""","Enterprise operations","$857,514",20554,2,"$42"
"New Haven School District","=""0930011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Total","$358,835,205",21197,1,"$16,929"
"New London School District","=""0950011""","Instruction","$38,118,416",4045,1,"$9,424"
"New London School District","=""0950011""","Support services - students","$5,959,870",3391,2,"$1,758"
"New London School District","=""0950011""","Support services - instruction","$2,730,503",3391,2,"$805"
"New London School District","=""0950011""","Support services - general administration","$3,130,545",3391,2,"$923"
"New London School District","=""0950011""","Support services - school based administration","$3,821,068",3391,2,"$1,127"
"New London School District","=""0950011""","Central and other support services","$1,386,008",3391,2,"$409"
"New London School District","=""0950011""","Operation and maintenance of plant","$7,058,204",3391,2,"$2,081"
"New London School District","=""0950011""","Student transportation services","$3,934,120",3481,3,"$1,130"
"New London School District","=""0950011""","Food services","$108,083",3391,2,"$32"
"New London School District","=""0950011""","Enterprise operations","$488,921",3391,2,"$144"
"New London School District","=""0950011""","Minor school construction","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Total","$66,736,186",4045,1,"$16,498"
"New Milford School District","=""0960011""","Instruction","$40,488,554",4008,1,"$10,102"
"New Milford School District","=""0960011""","Support services - students","$5,068,050",3932,2,"$1,289"
"New Milford School District","=""0960011""","Support services - instruction","$1,393,689",3932,2,"$354"
"New Milford School District","=""0960011""","Support services - general administration","$961,026",3932,2,"$244"
"New Milford School District","=""0960011""","Support services - school based administration","$3,462,371",3932,2,"$881"
"New Milford School District","=""0960011""","Central and other support services","$1,942,558",3932,2,"$494"
"New Milford School District","=""0960011""","Operation and maintenance of plant","$5,743,222",3932,2,"$1,461"
"New Milford School District","=""0960011""","Student transportation services","$3,977,537",4075,3,"$976"
"New Milford School District","=""0960011""","Food services","$345,039",3932,2,"$88"
"New Milford School District","=""0960011""","Enterprise operations","$1,102,950",3932,2,"$281"
"New Milford School District","=""0960011""","Minor school construction","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Total","$64,484,996",4008,1,"$16,089"
"Newington School District","=""0940011""","Instruction","$42,847,481",4214,1,"$10,168"
"Newington School District","=""0940011""","Support services - students","$3,659,413",3993,2,"$916"
"Newington School District","=""0940011""","Support services - instruction","$1,090,062",3993,2,"$273"
"Newington School District","=""0940011""","Support services - general administration","$2,719,397",3993,2,"$681"
"Newington School District","=""0940011""","Support services - school based administration","$3,898,990",3993,2,"$976"
"Newington School District","=""0940011""","Central and other support services","$9,498,560",3993,2,"$2,379"
"Newington School District","=""0940011""","Operation and maintenance of plant","$8,645,828",3993,2,"$2,165"
"Newington School District","=""0940011""","Student transportation services","$3,335,889",3342,3,"$998"
"Newington School District","=""0940011""","Food services","$0",3993,2,"$0"
"Newington School District","=""0940011""","Enterprise operations","$648,564",3993,2,"$162"
"Newington School District","=""0940011""","Minor school construction","N/A","N/A","N/A","N/A"
"Newington School District","=""0940011""","Total","$76,344,184",4214,1,"$18,117"
"Newtown School District","=""0970011""","Instruction","$45,712,755",4222,1,"$10,827"
"Newtown School District","=""0970011""","Support services - students","$8,862,156",4167,2,"$2,127"
"Newtown School District","=""0970011""","Support services - instruction","$2,510,732",4167,2,"$603"
"Newtown School District","=""0970011""","Support services - general administration","$1,354,044",4167,2,"$325"
"Newtown School District","=""0970011""","Support services - school based administration","$4,241,956",4167,2,"$1,018"
"Newtown School District","=""0970011""","Central and other support services","$2,296,534",4167,2,"$551"
"Newtown School District","=""0970011""","Operation and maintenance of plant","$10,615,540",4167,2,"$2,548"
"Newtown School District","=""0970011""","Student transportation services","$4,214,865",4224,3,"$998"
"Newtown School District","=""0970011""","Food services","$130,452",4167,2,"$31"
"Newtown School District","=""0970011""","Enterprise operations","$1,196,602",4167,2,"$287"
"Newtown School District","=""0970011""","Minor school construction","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Total","$81,135,634",4222,1,"$19,217"
"Norfolk School District","=""0980011""","Instruction","$1,385,071",79,1,"$17,533"
"Norfolk School District","=""0980011""","Support services - students","$51,012",73,2,"$699"
"Norfolk School District","=""0980011""","Support services - instruction","$136,724",73,2,"$1,873"
"Norfolk School District","=""0980011""","Support services - general administration","$214,954",73,2,"$2,945"
"Norfolk School District","=""0980011""","Support services - school based administration","$224,251",73,2,"$3,072"
"Norfolk School District","=""0980011""","Central and other support services","$0",73,2,"$0"
"Norfolk School District","=""0980011""","Operation and maintenance of plant","$362,337",73,2,"$4,964"
"Norfolk School District","=""0980011""","Student transportation services","$168,270",77,3,"$2,185"
"Norfolk School District","=""0980011""","Food services","$5,450",73,2,"$75"
"Norfolk School District","=""0980011""","Enterprise operations","$0",73,2,"$0"
"Norfolk School District","=""0980011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norfolk School District","=""0980011""","Total","$2,548,069",79,1,"$32,254"
"North Branford School District","=""0990011""","Instruction","$18,716,358",1764,1,"$10,610"
"North Branford School District","=""0990011""","Support services - students","$2,716,776",1692,2,"$1,606"
"North Branford School District","=""0990011""","Support services - instruction","$2,024,993",1692,2,"$1,197"
"North Branford School District","=""0990011""","Support services - general administration","$857,849",1692,2,"$507"
"North Branford School District","=""0990011""","Support services - school based administration","$1,857,077",1692,2,"$1,098"
"North Branford School District","=""0990011""","Central and other support services","$1,104,866",1692,2,"$653"
"North Branford School District","=""0990011""","Operation and maintenance of plant","$3,700,485",1692,2,"$2,187"
"North Branford School District","=""0990011""","Student transportation services","$2,251,300",1741,3,"$1,293"
"North Branford School District","=""0990011""","Food services","$165,478",1692,2,"$98"
"North Branford School District","=""0990011""","Enterprise operations","$174,908",1692,2,"$103"
"North Branford School District","=""0990011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Branford School District","=""0990011""","Total","$33,570,091",1764,1,"$19,031"
"North Canaan School District","=""1000011""","Instruction","$3,845,652",257,1,"$14,964"
"North Canaan School District","=""1000011""","Support services - students","$176,478",253,2,"$698"
"North Canaan School District","=""1000011""","Support services - instruction","$234,700",253,2,"$928"
"North Canaan School District","=""1000011""","Support services - general administration","$328,892",253,2,"$1,300"
"North Canaan School District","=""1000011""","Support services - school based administration","$290,395",253,2,"$1,148"
"North Canaan School District","=""1000011""","Central and other support services","$0",253,2,"$0"
"North Canaan School District","=""1000011""","Operation and maintenance of plant","$515,376",253,2,"$2,037"
"North Canaan School District","=""1000011""","Student transportation services","$298,843",271,3,"$1,103"
"North Canaan School District","=""1000011""","Food services","$0",253,2,"$0"
"North Canaan School District","=""1000011""","Enterprise operations","$2,325",253,2,"$9"
"North Canaan School District","=""1000011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Canaan School District","=""1000011""","Total","$5,692,661",257,1,"$22,150"
"North Haven School District","=""1010011""","Instruction","$35,177,862",3264,1,"$10,778"
"North Haven School District","=""1010011""","Support services - students","$5,477,754",3160,2,"$1,733"
"North Haven School District","=""1010011""","Support services - instruction","$2,469,623",3160,2,"$782"
"North Haven School District","=""1010011""","Support services - general administration","$791,991",3160,2,"$251"
"North Haven School District","=""1010011""","Support services - school based administration","$3,490,358",3160,2,"$1,105"
"North Haven School District","=""1010011""","Central and other support services","$1,440,840",3160,2,"$456"
"North Haven School District","=""1010011""","Operation and maintenance of plant","$4,539,521",3160,2,"$1,437"
"North Haven School District","=""1010011""","Student transportation services","$3,061,658",3148,3,"$973"
"North Haven School District","=""1010011""","Food services","$0",3160,2,"$0"
"North Haven School District","=""1010011""","Enterprise operations","$823,121",3160,2,"$260"
"North Haven School District","=""1010011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Total","$57,272,729",3264,1,"$17,547"
"North Stonington School District","=""1020011""","Instruction","$8,864,906",770,1,"$11,513"
"North Stonington School District","=""1020011""","Support services - students","$824,254",741,2,"$1,112"
"North Stonington School District","=""1020011""","Support services - instruction","$169,277",741,2,"$228"
"North Stonington School District","=""1020011""","Support services - general administration","$1,136,960",741,2,"$1,534"
"North Stonington School District","=""1020011""","Support services - school based administration","$915,869",741,2,"$1,236"
"North Stonington School District","=""1020011""","Central and other support services","$48,477",741,2,"$65"
"North Stonington School District","=""1020011""","Operation and maintenance of plant","$950,158",741,2,"$1,282"
"North Stonington School District","=""1020011""","Student transportation services","$938,908",723,3,"$1,299"
"North Stonington School District","=""1020011""","Food services","$0",741,2,"$0"
"North Stonington School District","=""1020011""","Enterprise operations","$0",741,2,"$0"
"North Stonington School District","=""1020011""","Minor school construction","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","Total","$13,848,809",770,1,"$17,985"
"Norwalk School District","=""1030011""","Instruction","$166,774,305",12197,1,"$13,673"
"Norwalk School District","=""1030011""","Support services - students","$15,492,300",11644,2,"$1,330"
"Norwalk School District","=""1030011""","Support services - instruction","$2,961,668",11644,2,"$254"
"Norwalk School District","=""1030011""","Support services - general administration","$2,856,358",11644,2,"$245"
"Norwalk School District","=""1030011""","Support services - school based administration","$5,925,182",11644,2,"$509"
"Norwalk School District","=""1030011""","Central and other support services","$6,286,036",11644,2,"$540"
"Norwalk School District","=""1030011""","Operation and maintenance of plant","$18,945,532",11644,2,"$1,627"
"Norwalk School District","=""1030011""","Student transportation services","$8,853,346",9031,3,"$980"
"Norwalk School District","=""1030011""","Food services","$927,000",11644,2,"$80"
"Norwalk School District","=""1030011""","Enterprise operations","$0",11644,2,"$0"
"Norwalk School District","=""1030011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Total","$229,021,726",12197,1,"$18,777"
"Norwich School District","=""1040011""","Instruction","$76,402,107",5492,1,"$13,912"
"Norwich School District","=""1040011""","Support services - students","$4,985,849",3489,2,"$1,429"
"Norwich School District","=""1040011""","Support services - instruction","$69,138",3489,2,"$20"
"Norwich School District","=""1040011""","Support services - general administration","$922,723",3489,2,"$264"
"Norwich School District","=""1040011""","Support services - school based administration","$2,459,463",3489,2,"$705"
"Norwich School District","=""1040011""","Central and other support services","$1,264,391",3489,2,"$362"
"Norwich School District","=""1040011""","Operation and maintenance of plant","$4,475,336",3489,2,"$1,283"
"Norwich School District","=""1040011""","Student transportation services","$7,638,692",5294,3,"$1,443"
"Norwich School District","=""1040011""","Food services","$0",3489,2,"$0"
"Norwich School District","=""1040011""","Enterprise operations","$387,240",3489,2,"$111"
"Norwich School District","=""1040011""","Minor school construction","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Total","$98,604,938",5492,1,"$17,954"
"Odyssey Community School District","=""2630013""","Instruction","$2,267,182",329,1,"$6,891"
"Odyssey Community School District","=""2630013""","Support services - students","$470,734",329,2,"$1,431"
"Odyssey Community School District","=""2630013""","Support services - instruction","$51,401",329,2,"$156"
"Odyssey Community School District","=""2630013""","Support services - general administration","$274,648",329,2,"$835"
"Odyssey Community School District","=""2630013""","Support services - school based administration","$356,792",329,2,"$1,084"
"Odyssey Community School District","=""2630013""","Central and other support services","$156,670",329,2,"$476"
"Odyssey Community School District","=""2630013""","Operation and maintenance of plant","$613,952",329,2,"$1,866"
"Odyssey Community School District","=""2630013""","Student transportation services","$0",0,3,"$0"
"Odyssey Community School District","=""2630013""","Food services","$0",329,2,"$0"
"Odyssey Community School District","=""2630013""","Enterprise operations","$0",329,2,"$0"
"Odyssey Community School District","=""2630013""","Minor school construction","N/A","N/A","N/A","N/A"
"Odyssey Community School District","=""2630013""","Total","$4,191,379",329,1,"$12,740"
"Old Saybrook School District","=""1060011""","Instruction","$15,407,729",1200,1,"$12,840"
"Old Saybrook School District","=""1060011""","Support services - students","$1,859,673",1191,2,"$1,561"
"Old Saybrook School District","=""1060011""","Support services - instruction","$1,772,439",1191,2,"$1,488"
"Old Saybrook School District","=""1060011""","Support services - general administration","$687,767",1191,2,"$577"
"Old Saybrook School District","=""1060011""","Support services - school based administration","$1,515,912",1191,2,"$1,273"
"Old Saybrook School District","=""1060011""","Central and other support services","$1,084,143",1191,2,"$910"
"Old Saybrook School District","=""1060011""","Operation and maintenance of plant","$2,225,213",1191,2,"$1,868"
"Old Saybrook School District","=""1060011""","Student transportation services","$1,145,893",1103,3,"$1,039"
"Old Saybrook School District","=""1060011""","Food services","$0",1191,2,"$0"
"Old Saybrook School District","=""1060011""","Enterprise operations","$0",1191,2,"$0"
"Old Saybrook School District","=""1060011""","Minor school construction","N/A","N/A","N/A","N/A"
"Old Saybrook School District","=""1060011""","Total","$25,698,770",1200,1,"$21,416"
"Orange School District","=""1070011""","Instruction","$12,511,363",1254,1,"$9,977"
"Orange School District","=""1070011""","Support services - students","$3,821,659",1234,2,"$3,097"
"Orange School District","=""1070011""","Support services - instruction","$997,115",1234,2,"$808"
"Orange School District","=""1070011""","Support services - general administration","$548,573",1234,2,"$445"
"Orange School District","=""1070011""","Support services - school based administration","$925,420",1234,2,"$750"
"Orange School District","=""1070011""","Central and other support services","$233,999",1234,2,"$190"
"Orange School District","=""1070011""","Operation and maintenance of plant","$1,688,355",1234,2,"$1,368"
"Orange School District","=""1070011""","Student transportation services","$1,132,340",1195,3,"$948"
"Orange School District","=""1070011""","Food services","$153,116",1234,2,"$124"
"Orange School District","=""1070011""","Enterprise operations","$0",1234,2,"$0"
"Orange School District","=""1070011""","Minor school construction","N/A","N/A","N/A","N/A"
"Orange School District","=""1070011""","Total","$22,011,941",1254,1,"$17,553"
"Oxford School District","=""1080011""","Instruction","$19,097,926",1787,1,"$10,687"
"Oxford School District","=""1080011""","Support services - students","$3,050,376",1712,2,"$1,782"
"Oxford School District","=""1080011""","Support services - instruction","$789,537",1712,2,"$461"
"Oxford School District","=""1080011""","Support services - general administration","$1,170,207",1712,2,"$684"
"Oxford School District","=""1080011""","Support services - school based administration","$1,747,766",1712,2,"$1,021"
"Oxford School District","=""1080011""","Central and other support services","$1,812,021",1712,2,"$1,058"
"Oxford School District","=""1080011""","Operation and maintenance of plant","$2,375,839",1712,2,"$1,388"
"Oxford School District","=""1080011""","Student transportation services","$1,659,631",1800,3,"$922"
"Oxford School District","=""1080011""","Food services","$13,569",1712,2,"$8"
"Oxford School District","=""1080011""","Enterprise operations","$451,265",1712,2,"$264"
"Oxford School District","=""1080011""","Minor school construction","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Total","$32,168,137",1787,1,"$18,001"
"Park City Prep Charter School District","=""2830013""","Instruction","$1,684,396",361,1,"$4,666"
"Park City Prep Charter School District","=""2830013""","Support services - students","$490,103",361,2,"$1,358"
"Park City Prep Charter School District","=""2830013""","Support services - instruction","$80,312",361,2,"$222"
"Park City Prep Charter School District","=""2830013""","Support services - general administration","$59,803",361,2,"$166"
"Park City Prep Charter School District","=""2830013""","Support services - school based administration","$680,615",361,2,"$1,885"
"Park City Prep Charter School District","=""2830013""","Central and other support services","$225,595",361,2,"$625"
"Park City Prep Charter School District","=""2830013""","Operation and maintenance of plant","$892,776",361,2,"$2,473"
"Park City Prep Charter School District","=""2830013""","Student transportation services","$0",0,3,"$0"
"Park City Prep Charter School District","=""2830013""","Food services","$0",361,2,"$0"
"Park City Prep Charter School District","=""2830013""","Enterprise operations","$0",361,2,"$0"
"Park City Prep Charter School District","=""2830013""","Minor school construction","N/A","N/A","N/A","N/A"
"Park City Prep Charter School District","=""2830013""","Total","$4,113,600",361,1,"$11,395"
"Plainfield School District","=""1090011""","Instruction","$21,401,446",2300,1,"$9,305"
"Plainfield School District","=""1090011""","Support services - students","$2,857,335",2162,2,"$1,322"
"Plainfield School District","=""1090011""","Support services - instruction","$1,098,826",2162,2,"$508"
"Plainfield School District","=""1090011""","Support services - general administration","$480,135",2162,2,"$222"
"Plainfield School District","=""1090011""","Support services - school based administration","$2,251,822",2162,2,"$1,042"
"Plainfield School District","=""1090011""","Central and other support services","$1,839,330",2162,2,"$851"
"Plainfield School District","=""1090011""","Operation and maintenance of plant","$3,299,903",2162,2,"$1,526"
"Plainfield School District","=""1090011""","Student transportation services","$3,144,043",1950,3,"$1,612"
"Plainfield School District","=""1090011""","Food services","$0",2162,2,"$0"
"Plainfield School District","=""1090011""","Enterprise operations","$526,776",2162,2,"$244"
"Plainfield School District","=""1090011""","Minor school construction","N/A","N/A","N/A","N/A"
"Plainfield School District","=""1090011""","Total","$36,899,616",2300,1,"$16,043"
"Plainville School District","=""1100011""","Instruction","$26,677,117",2433,1,"$10,965"
"Plainville School District","=""1100011""","Support services - students","$1,406,564",2345,2,"$600"
"Plainville School District","=""1100011""","Support services - instruction","$5,450,245",2345,2,"$2,324"
"Plainville School District","=""1100011""","Support services - general administration","$152,030",2345,2,"$65"
