"Per Pupil Expenditures by Function (District), 2018-19"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than minor school construction and equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"New Canaan School District","=""0900011""","Enterprise operations","$1,458,987",4161,2,"$351"
"New Canaan School District","=""0900011""","Minor school construction","$1,144,597",4161,2,"$275"
"New Canaan School District","=""0900011""","Total","$94,382,270",4182,1,"$22,569"
"New Fairfield School District","=""0910011""","Instruction","$25,824,458",2271,1,"$11,371"
"New Fairfield School District","=""0910011""","Support services - students","$2,753,917",2237,2,"$1,231"
"New Fairfield School District","=""0910011""","Support services - instruction","$2,259,072",2237,2,"$1,010"
"New Fairfield School District","=""0910011""","Support services - general administration","$860,515",2237,2,"$385"
"New Fairfield School District","=""0910011""","Support services - school based administration","$2,576,672",2237,2,"$1,152"
"New Fairfield School District","=""0910011""","Central and other support services","$399,404",2237,2,"$179"
"New Fairfield School District","=""0910011""","Operation and maintenance of plant","$4,139,645",2237,2,"$1,851"
"New Fairfield School District","=""0910011""","Student transportation services","$2,195,843",2248,3,"$977"
"New Fairfield School District","=""0910011""","Food services","$40,105",2237,2,"$18"
"New Fairfield School District","=""0910011""","Enterprise operations","$469,774",2237,2,"$210"
"New Fairfield School District","=""0910011""","Minor school construction","$0",2237,2,"$0"
"New Fairfield School District","=""0910011""","Total","$41,519,406",2271,1,"$18,282"
"New Hartford School District","=""0920011""","Instruction","$5,510,283",466,1,"$11,825"
"New Hartford School District","=""0920011""","Support services - students","$122,096",446,2,"$274"
"New Hartford School District","=""0920011""","Support services - instruction","$219,346",446,2,"$492"
"New Hartford School District","=""0920011""","Support services - general administration","$383,449",446,2,"$860"
"New Hartford School District","=""0920011""","Support services - school based administration","$434,819",446,2,"$975"
"New Hartford School District","=""0920011""","Central and other support services","$56,998",446,2,"$128"
"New Hartford School District","=""0920011""","Operation and maintenance of plant","$830,455",446,2,"$1,862"
"New Hartford School District","=""0920011""","Student transportation services","$620,395",456,3,"$1,361"
"New Hartford School District","=""0920011""","Food services","$8,424",446,2,"$19"
"New Hartford School District","=""0920011""","Enterprise operations","$0",446,2,"$0"
"New Hartford School District","=""0920011""","Minor school construction","$50,000",446,2,"$112"
"New Hartford School District","=""0920011""","Total","$8,236,265",466,1,"$17,674"
"New Haven School District","=""0930011""","Instruction","$237,873,167",21769,1,"$10,927"
"New Haven School District","=""0930011""","Support services - students","$15,891,018",21151,2,"$751"
"New Haven School District","=""0930011""","Support services - instruction","$3,377,202",21151,2,"$160"
"New Haven School District","=""0930011""","Support services - general administration","$6,425,501",21151,2,"$304"
"New Haven School District","=""0930011""","Support services - school based administration","$20,551,782",21151,2,"$972"
"New Haven School District","=""0930011""","Central and other support services","$14,811,564",21151,2,"$700"
"New Haven School District","=""0930011""","Operation and maintenance of plant","$32,209,223",21151,2,"$1,523"
"New Haven School District","=""0930011""","Student transportation services","$29,196,991",23294,3,"$1,253"
"New Haven School District","=""0930011""","Food services","$0",21151,2,"$0"
"New Haven School District","=""0930011""","Enterprise operations","$1,908,557",21151,2,"$90"
"New Haven School District","=""0930011""","Minor school construction","$2,414,343",21151,2,"$114"
"New Haven School District","=""0930011""","Total","$364,659,346",21769,1,"$16,751"
"New London School District","=""0950011""","Instruction","$37,079,292",4190,1,"$8,849"
"New London School District","=""0950011""","Support services - students","$5,325,940",3512,2,"$1,516"
"New London School District","=""0950011""","Support services - instruction","$1,472,758",3512,2,"$419"
"New London School District","=""0950011""","Support services - general administration","$2,738,790",3512,2,"$780"
"New London School District","=""0950011""","Support services - school based administration","$5,562,131",3512,2,"$1,584"
"New London School District","=""0950011""","Central and other support services","$1,505,317",3512,2,"$429"
"New London School District","=""0950011""","Operation and maintenance of plant","$7,942,105",3512,2,"$2,261"
"New London School District","=""0950011""","Student transportation services","$4,482,906",3501,3,"$1,280"
"New London School District","=""0950011""","Food services","$0",3512,2,"$0"
"New London School District","=""0950011""","Enterprise operations","$565,178",3512,2,"$161"
"New London School District","=""0950011""","Minor school construction","$0",3512,2,"$0"
"New London School District","=""0950011""","Total","$66,674,418",4190,1,"$15,913"
"New Milford School District","=""0960011""","Instruction","$40,166,618",4055,1,"$9,905"
"New Milford School District","=""0960011""","Support services - students","$4,960,801",3979,2,"$1,247"
"New Milford School District","=""0960011""","Support services - instruction","$1,468,677",3979,2,"$369"
"New Milford School District","=""0960011""","Support services - general administration","$961,683",3979,2,"$242"
"New Milford School District","=""0960011""","Support services - school based administration","$3,671,003",3979,2,"$923"
"New Milford School District","=""0960011""","Central and other support services","$2,452,477",3979,2,"$616"
"New Milford School District","=""0960011""","Operation and maintenance of plant","$6,656,108",3979,2,"$1,673"
"New Milford School District","=""0960011""","Student transportation services","$4,450,391",4079,3,"$1,091"
"New Milford School District","=""0960011""","Food services","$0",3979,2,"$0"
"New Milford School District","=""0960011""","Enterprise operations","$1,134,201",3979,2,"$285"
"New Milford School District","=""0960011""","Minor school construction","$275,823",3979,2,"$69"
"New Milford School District","=""0960011""","Total","$66,197,783",4055,1,"$16,325"
"Newington School District","=""0940011""","Instruction","$49,169,009",4246,1,"$11,580"
"Newington School District","=""0940011""","Support services - students","$2,470,944",4031,2,"$613"
"Newington School District","=""0940011""","Support services - instruction","$1,512,321",4031,2,"$375"
"Newington School District","=""0940011""","Support services - general administration","$2,712,401",4031,2,"$673"
"Newington School District","=""0940011""","Support services - school based administration","$4,551,381",4031,2,"$1,129"
"Newington School District","=""0940011""","Central and other support services","$901,559",4031,2,"$224"
"Newington School District","=""0940011""","Operation and maintenance of plant","$9,530,709",4031,2,"$2,364"
"Newington School District","=""0940011""","Student transportation services","$3,582,714",3318,3,"$1,080"
"Newington School District","=""0940011""","Food services","$0",4031,2,"$0"
"Newington School District","=""0940011""","Enterprise operations","$835,474",4031,2,"$207"
"Newington School District","=""0940011""","Minor school construction","$184,236",4031,2,"$46"
"Newington School District","=""0940011""","Total","$75,450,749",4246,1,"$17,770"
"Newtown School District","=""0970011""","Instruction","$44,769,262",4343,1,"$10,308"
"Newtown School District","=""0970011""","Support services - students","$8,733,378",4283,2,"$2,039"
"Newtown School District","=""0970011""","Support services - instruction","$2,240,342",4283,2,"$523"
"Newtown School District","=""0970011""","Support services - general administration","$1,306,149",4283,2,"$305"
"Newtown School District","=""0970011""","Support services - school based administration","$4,206,159",4283,2,"$982"
"Newtown School District","=""0970011""","Central and other support services","$2,048,413",4283,2,"$478"
"Newtown School District","=""0970011""","Operation and maintenance of plant","$11,105,154",4283,2,"$2,593"
"Newtown School District","=""0970011""","Student transportation services","$4,659,455",4318,3,"$1,079"
"Newtown School District","=""0970011""","Food services","$42,222",4283,2,"$10"
"Newtown School District","=""0970011""","Enterprise operations","$1,184,126",4283,2,"$276"
"Newtown School District","=""0970011""","Minor school construction","$0",4283,2,"$0"
"Newtown School District","=""0970011""","Total","$80,294,660",4343,1,"$18,488"
"Norfolk School District","=""0980011""","Instruction","$1,455,264",100,1,"$14,553"
"Norfolk School District","=""0980011""","Support services - students","$50,934",95,2,"$536"
"Norfolk School District","=""0980011""","Support services - instruction","$149,899",95,2,"$1,578"
"Norfolk School District","=""0980011""","Support services - general administration","$203,730",95,2,"$2,145"
"Norfolk School District","=""0980011""","Support services - school based administration","$211,382",95,2,"$2,225"
"Norfolk School District","=""0980011""","Central and other support services","$0",95,2,"$0"
"Norfolk School District","=""0980011""","Operation and maintenance of plant","$375,732",95,2,"$3,955"
"Norfolk School District","=""0980011""","Student transportation services","$183,969",100,3,"$1,840"
"Norfolk School District","=""0980011""","Food services","$7,450",95,2,"$78"
"Norfolk School District","=""0980011""","Enterprise operations","$0",95,2,"$0"
"Norfolk School District","=""0980011""","Minor school construction","$0",95,2,"$0"
"Norfolk School District","=""0980011""","Total","$2,638,361",100,1,"$26,384"
"North Branford School District","=""0990011""","Instruction","$18,203,882",1796,1,"$10,136"
"North Branford School District","=""0990011""","Support services - students","$2,581,796",1729,2,"$1,493"
"North Branford School District","=""0990011""","Support services - instruction","$2,064,244",1729,2,"$1,194"
"North Branford School District","=""0990011""","Support services - general administration","$801,477",1729,2,"$464"
"North Branford School District","=""0990011""","Support services - school based administration","$1,792,107",1729,2,"$1,036"
"North Branford School District","=""0990011""","Central and other support services","$875,159",1729,2,"$506"
"North Branford School District","=""0990011""","Operation and maintenance of plant","$3,558,860",1729,2,"$2,058"
"North Branford School District","=""0990011""","Student transportation services","$2,418,664",1732,3,"$1,396"
"North Branford School District","=""0990011""","Food services","$275,732",1729,2,"$159"
"North Branford School District","=""0990011""","Enterprise operations","$506,578",1729,2,"$293"
"North Branford School District","=""0990011""","Minor school construction","$0",1729,2,"$0"
"North Branford School District","=""0990011""","Total","$33,078,500",1796,1,"$18,418"
"North Canaan School District","=""1000011""","Instruction","$3,067,979",258,1,"$11,891"
"North Canaan School District","=""1000011""","Support services - students","$1,053,866",255,2,"$4,133"
"North Canaan School District","=""1000011""","Support services - instruction","$131,228",255,2,"$515"
"North Canaan School District","=""1000011""","Support services - general administration","$293,675",255,2,"$1,152"
"North Canaan School District","=""1000011""","Support services - school based administration","$290,164",255,2,"$1,138"
"North Canaan School District","=""1000011""","Central and other support services","$7,557",255,2,"$30"
"North Canaan School District","=""1000011""","Operation and maintenance of plant","$524,214",255,2,"$2,056"
"North Canaan School District","=""1000011""","Student transportation services","$363,466",274,3,"$1,327"
"North Canaan School District","=""1000011""","Food services","$0",255,2,"$0"
"North Canaan School District","=""1000011""","Enterprise operations","$2,054",255,2,"$8"
"North Canaan School District","=""1000011""","Minor school construction","$0",255,2,"$0"
"North Canaan School District","=""1000011""","Total","$5,734,201",258,1,"$22,226"
"North Haven School District","=""1010011""","Instruction","$33,449,450",3249,1,"$10,295"
"North Haven School District","=""1010011""","Support services - students","$6,303,988",3141,2,"$2,007"
"North Haven School District","=""1010011""","Support services - instruction","$1,428,931",3141,2,"$455"
"North Haven School District","=""1010011""","Support services - general administration","$1,827,859",3141,2,"$582"
"North Haven School District","=""1010011""","Support services - school based administration","$3,228,906",3141,2,"$1,028"
"North Haven School District","=""1010011""","Central and other support services","$1,402,854",3141,2,"$447"
"North Haven School District","=""1010011""","Operation and maintenance of plant","$4,622,916",3141,2,"$1,472"
"North Haven School District","=""1010011""","Student transportation services","$4,170,392",3135,3,"$1,330"
"North Haven School District","=""1010011""","Food services","$0",3141,2,"$0"
"North Haven School District","=""1010011""","Enterprise operations","$727,797",3141,2,"$232"
"North Haven School District","=""1010011""","Minor school construction","$0",3141,2,"$0"
"North Haven School District","=""1010011""","Total","$57,163,093",3249,1,"$17,594"
"North Stonington School District","=""1020011""","Instruction","$8,658,723",759,1,"$11,408"
"North Stonington School District","=""1020011""","Support services - students","$886,166",724,2,"$1,224"
"North Stonington School District","=""1020011""","Support services - instruction","$138,401",724,2,"$191"
"North Stonington School District","=""1020011""","Support services - general administration","$996,776",724,2,"$1,377"
"North Stonington School District","=""1020011""","Support services - school based administration","$965,575",724,2,"$1,334"
"North Stonington School District","=""1020011""","Central and other support services","$13,688",724,2,"$19"
"North Stonington School District","=""1020011""","Operation and maintenance of plant","$1,045,902",724,2,"$1,445"
"North Stonington School District","=""1020011""","Student transportation services","$1,037,156",753,3,"$1,377"
"North Stonington School District","=""1020011""","Food services","$0",724,2,"$0"
"North Stonington School District","=""1020011""","Enterprise operations","$8,160",724,2,"$11"
"North Stonington School District","=""1020011""","Minor school construction","$0",724,2,"$0"
"North Stonington School District","=""1020011""","Total","$13,750,546",759,1,"$18,117"
"Norwalk School District","=""1030011""","Instruction","$146,635,543",11928,1,"$12,293"
"Norwalk School District","=""1030011""","Support services - students","$12,054,640",11422,2,"$1,055"
"Norwalk School District","=""1030011""","Support services - instruction","$6,697,044",11422,2,"$586"
"Norwalk School District","=""1030011""","Support services - general administration","$1,886,667",11422,2,"$165"
"Norwalk School District","=""1030011""","Support services - school based administration","$13,732,680",11422,2,"$1,202"
"Norwalk School District","=""1030011""","Central and other support services","$13,656,778",11422,2,"$1,196"
"Norwalk School District","=""1030011""","Operation and maintenance of plant","$15,470,444",11422,2,"$1,354"
"Norwalk School District","=""1030011""","Student transportation services","$9,267,567",8966,3,"$1,034"
"Norwalk School District","=""1030011""","Food services","$481,450",11422,2,"$42"
"Norwalk School District","=""1030011""","Enterprise operations","$643,747",11422,2,"$56"
"Norwalk School District","=""1030011""","Minor school construction","$0",11422,2,"$0"
"Norwalk School District","=""1030011""","Total","$220,526,559",11928,1,"$18,488"
"Norwich School District","=""1040011""","Instruction","$74,808,781",5513,1,"$13,570"
"Norwich School District","=""1040011""","Support services - students","$4,168,887",3511,2,"$1,187"
"Norwich School District","=""1040011""","Support services - instruction","$100,928",3511,2,"$29"
"Norwich School District","=""1040011""","Support services - general administration","$847,356",3511,2,"$241"
"Norwich School District","=""1040011""","Support services - school based administration","$2,507,515",3511,2,"$714"
"Norwich School District","=""1040011""","Central and other support services","$929,269",3511,2,"$265"
"Norwich School District","=""1040011""","Operation and maintenance of plant","$4,270,648",3511,2,"$1,216"
"Norwich School District","=""1040011""","Student transportation services","$8,331,284",6210,3,"$1,342"
"Norwich School District","=""1040011""","Food services","$0",3511,2,"$0"
"Norwich School District","=""1040011""","Enterprise operations","$477,369",3511,2,"$136"
"Norwich School District","=""1040011""","Minor school construction","$0",3511,2,"$0"
"Norwich School District","=""1040011""","Total","$96,442,036",5513,1,"$17,494"
"Odyssey Community School District","=""2630013""","Instruction","$2,578,349",329,1,"$7,837"
"Odyssey Community School District","=""2630013""","Support services - students","$294,523",329,2,"$895"
"Odyssey Community School District","=""2630013""","Support services - instruction","$228,092",329,2,"$693"
"Odyssey Community School District","=""2630013""","Support services - general administration","$238,804",329,2,"$726"
"Odyssey Community School District","=""2630013""","Support services - school based administration","$446,636",329,2,"$1,358"
"Odyssey Community School District","=""2630013""","Central and other support services","$5,019",329,2,"$15"
"Odyssey Community School District","=""2630013""","Operation and maintenance of plant","$660,163",329,2,"$2,007"
"Odyssey Community School District","=""2630013""","Student transportation services","$0",0,3,"$0"
"Odyssey Community School District","=""2630013""","Food services","$0",329,2,"$0"
"Odyssey Community School District","=""2630013""","Enterprise operations","$0",329,2,"$0"
"Odyssey Community School District","=""2630013""","Minor school construction","$0",329,2,"$0"
"Odyssey Community School District","=""2630013""","Total","$4,451,585",329,1,"$13,531"
"Old Saybrook School District","=""1060011""","Instruction","$15,893,906",1236,1,"$12,859"
"Old Saybrook School District","=""1060011""","Support services - students","$1,892,064",1212,2,"$1,561"
"Old Saybrook School District","=""1060011""","Support services - instruction","$1,456,297",1212,2,"$1,202"
"Old Saybrook School District","=""1060011""","Support services - general administration","$582,135",1212,2,"$480"
"Old Saybrook School District","=""1060011""","Support services - school based administration","$1,505,993",1212,2,"$1,243"
"Old Saybrook School District","=""1060011""","Central and other support services","$1,061,460",1212,2,"$876"
"Old Saybrook School District","=""1060011""","Operation and maintenance of plant","$2,144,691",1212,2,"$1,770"
"Old Saybrook School District","=""1060011""","Student transportation services","$1,324,915",1155,3,"$1,147"
"Old Saybrook School District","=""1060011""","Food services","$0",1212,2,"$0"
"Old Saybrook School District","=""1060011""","Enterprise operations","$0",1212,2,"$0"
"Old Saybrook School District","=""1060011""","Minor school construction","$1,185,498",1212,2,"$978"
"Old Saybrook School District","=""1060011""","Total","$27,046,960",1236,1,"$21,883"
"Orange School District","=""1070011""","Instruction","$12,158,867",1196,1,"$10,166"
"Orange School District","=""1070011""","Support services - students","$3,415,363",1180,2,"$2,894"
"Orange School District","=""1070011""","Support services - instruction","$973,378",1180,2,"$825"
"Orange School District","=""1070011""","Support services - general administration","$674,408",1180,2,"$572"
"Orange School District","=""1070011""","Support services - school based administration","$931,824",1180,2,"$790"
"Orange School District","=""1070011""","Central and other support services","$208,383",1180,2,"$177"
"Orange School District","=""1070011""","Operation and maintenance of plant","$1,911,254",1180,2,"$1,620"
"Orange School District","=""1070011""","Student transportation services","$1,120,809",1146,3,"$978"
"Orange School District","=""1070011""","Food services","$123,614",1180,2,"$105"
"Orange School District","=""1070011""","Enterprise operations","$0",1180,2,"$0"
"Orange School District","=""1070011""","Minor school construction","$0",1180,2,"$0"
"Orange School District","=""1070011""","Total","$21,517,900",1196,1,"$17,992"
"Oxford School District","=""1080011""","Instruction","$19,389,952",1859,1,"$10,430"
"Oxford School District","=""1080011""","Support services - students","$2,474,754",1789,2,"$1,383"
"Oxford School District","=""1080011""","Support services - instruction","$802,844",1789,2,"$449"
"Oxford School District","=""1080011""","Support services - general administration","$1,003,175",1789,2,"$561"
"Oxford School District","=""1080011""","Support services - school based administration","$1,898,952",1789,2,"$1,061"
"Oxford School District","=""1080011""","Central and other support services","$1,508,606",1789,2,"$843"
"Oxford School District","=""1080011""","Operation and maintenance of plant","$2,239,780",1789,2,"$1,252"
"Oxford School District","=""1080011""","Student transportation services","$1,758,273",1877,3,"$937"
"Oxford School District","=""1080011""","Food services","$27,292",1789,2,"$15"
"Oxford School District","=""1080011""","Enterprise operations","$560,348",1789,2,"$313"
"Oxford School District","=""1080011""","Minor school construction","$647,125",1789,2,"$362"
"Oxford School District","=""1080011""","Total","$32,311,102",1859,1,"$17,381"
"Park City Prep Charter School District","=""2830013""","Instruction","$1,934,128",360,1,"$5,373"
"Park City Prep Charter School District","=""2830013""","Support services - students","$509,050",360,2,"$1,414"
"Park City Prep Charter School District","=""2830013""","Support services - instruction","$200,940",360,2,"$558"
"Park City Prep Charter School District","=""2830013""","Support services - general administration","$100,066",360,2,"$278"
"Park City Prep Charter School District","=""2830013""","Support services - school based administration","$710,202",360,2,"$1,973"
"Park City Prep Charter School District","=""2830013""","Central and other support services","$267,740",360,2,"$744"
"Park City Prep Charter School District","=""2830013""","Operation and maintenance of plant","$929,729",360,2,"$2,583"
"Park City Prep Charter School District","=""2830013""","Student transportation services","$0",0,3,"$0"
"Park City Prep Charter School District","=""2830013""","Food services","$0",360,2,"$0"
"Park City Prep Charter School District","=""2830013""","Enterprise operations","$0",360,2,"$0"
"Park City Prep Charter School District","=""2830013""","Minor school construction","$0",360,2,"$0"
"Park City Prep Charter School District","=""2830013""","Total","$4,651,855",360,1,"$12,922"
"Plainfield School District","=""1090011""","Instruction","$21,179,319",2315,1,"$9,149"
"Plainfield School District","=""1090011""","Support services - students","$2,887,519",2189,2,"$1,319"
"Plainfield School District","=""1090011""","Support services - instruction","$1,093,105",2189,2,"$499"
"Plainfield School District","=""1090011""","Support services - general administration","$446,795",2189,2,"$204"
"Plainfield School District","=""1090011""","Support services - school based administration","$2,139,635",2189,2,"$977"
"Plainfield School District","=""1090011""","Central and other support services","$1,618,039",2189,2,"$739"
"Plainfield School District","=""1090011""","Operation and maintenance of plant","$3,393,301",2189,2,"$1,550"
"Plainfield School District","=""1090011""","Student transportation services","$3,545,880",1974,3,"$1,796"
"Plainfield School District","=""1090011""","Food services","$0",2189,2,"$0"
"Plainfield School District","=""1090011""","Enterprise operations","$564,784",2189,2,"$258"
"Plainfield School District","=""1090011""","Minor school construction","$0",2189,2,"$0"
"Plainfield School District","=""1090011""","Total","$36,868,376",2315,1,"$15,926"
"Plainville School District","=""1100011""","Instruction","$26,215,788",2428,1,"$10,797"
"Plainville School District","=""1100011""","Support services - students","$1,417,749",2337,2,"$607"
"Plainville School District","=""1100011""","Support services - instruction","$5,395,516",2337,2,"$2,309"
"Plainville School District","=""1100011""","Support services - general administration","$219,752",2337,2,"$94"
"Plainville School District","=""1100011""","Support services - school based administration","$2,119,290",2337,2,"$907"
"Plainville School District","=""1100011""","Central and other support services","$530,938",2337,2,"$227"
"Plainville School District","=""1100011""","Operation and maintenance of plant","$3,285,504",2337,2,"$1,406"
"Plainville School District","=""1100011""","Student transportation services","$2,285,031",1654,3,"$1,382"
"Plainville School District","=""1100011""","Food services","$0",2337,2,"$0"
"Plainville School District","=""1100011""","Enterprise operations","$0",2337,2,"$0"
"Plainville School District","=""1100011""","Minor school construction","$0",2337,2,"$0"
"Plainville School District","=""1100011""","Total","$41,469,567",2428,1,"$17,080"
"Plymouth School District","=""1110011""","Instruction","$14,554,898",1587,1,"$9,171"
"Plymouth School District","=""1110011""","Support services - students","$2,336,188",1419,2,"$1,646"
"Plymouth School District","=""1110011""","Support services - instruction","$421,828",1419,2,"$297"
"Plymouth School District","=""1110011""","Support services - general administration","$885,730",1419,2,"$624"
"Plymouth School District","=""1110011""","Support services - school based administration","$1,353,407",1419,2,"$954"
"Plymouth School District","=""1110011""","Central and other support services","$731,682",1419,2,"$516"
"Plymouth School District","=""1110011""","Operation and maintenance of plant","$2,850,410",1419,2,"$2,009"
"Plymouth School District","=""1110011""","Student transportation services","$1,719,264",1295,3,"$1,328"
"Plymouth School District","=""1110011""","Food services","$0",1419,2,"$0"
"Plymouth School District","=""1110011""","Enterprise operations","$355,670",1419,2,"$251"
"Plymouth School District","=""1110011""","Minor school construction","$0",1419,2,"$0"
"Plymouth School District","=""1110011""","Total","$25,209,079",1587,1,"$15,885"
"Pomfret School District","=""1120011""","Instruction","$7,176,571",567,1,"$12,657"
"Pomfret School District","=""1120011""","Support services - students","$564,045",379,2,"$1,488"
"Pomfret School District","=""1120011""","Support services - instruction","$378,431",379,2,"$998"
"Pomfret School District","=""1120011""","Support services - general administration","$176,522",379,2,"$466"
"Pomfret School District","=""1120011""","Support services - school based administration","$481,454",379,2,"$1,270"
"Pomfret School District","=""1120011""","Central and other support services","$231,061",379,2,"$610"
"Pomfret School District","=""1120011""","Operation and maintenance of plant","$805,320",379,2,"$2,125"
"Pomfret School District","=""1120011""","Student transportation services","$659,616",576,3,"$1,145"
"Pomfret School District","=""1120011""","Food services","$0",379,2,"$0"
"Pomfret School District","=""1120011""","Enterprise operations","$0",379,2,"$0"
"Pomfret School District","=""1120011""","Minor school construction","$4,573",379,2,"$12"
"Pomfret School District","=""1120011""","Total","$10,477,594",567,1,"$18,479"
"Portland School District","=""1130011""","Instruction","$12,936,350",1388,1,"$9,320"
"Portland School District","=""1130011""","Support services - students","$1,556,808",1314,2,"$1,185"
"Portland School District","=""1130011""","Support services - instruction","$518,603",1314,2,"$395"
"Portland School District","=""1130011""","Support services - general administration","$1,166,554",1314,2,"$888"
"Portland School District","=""1130011""","Support services - school based administration","$1,555,596",1314,2,"$1,184"
"Portland School District","=""1130011""","Central and other support services","$324,746",1314,2,"$247"
"Portland School District","=""1130011""","Operation and maintenance of plant","$2,822,393",1314,2,"$2,148"
"Portland School District","=""1130011""","Student transportation services","$1,219,574",1073,3,"$1,137"
"Portland School District","=""1130011""","Food services","$11,068",1314,2,"$8"
"Portland School District","=""1130011""","Enterprise operations","$344,880",1314,2,"$262"
"Portland School District","=""1130011""","Minor school construction","$343,775",1314,2,"$262"
"Portland School District","=""1130011""","Total","$22,800,347",1388,1,"$16,427"
"Preston School District","=""1140011""","Instruction","$8,076,389",644,1,"$12,541"
"Preston School District","=""1140011""","Support services - students","$465,240",440,2,"$1,057"
"Preston School District","=""1140011""","Support services - instruction","$394,234",440,2,"$896"
"Preston School District","=""1140011""","Support services - general administration","$463,670",440,2,"$1,054"
"Preston School District","=""1140011""","Support services - school based administration","$423,084",440,2,"$962"
"Preston School District","=""1140011""","Central and other support services","$164,571",440,2,"$374"
"Preston School District","=""1140011""","Operation and maintenance of plant","$876,913",440,2,"$1,993"
"Preston School District","=""1140011""","Student transportation services","$1,004,898",634,3,"$1,585"
"Preston School District","=""1140011""","Food services","$0",440,2,"$0"
"Preston School District","=""1140011""","Enterprise operations","$0",440,2,"$0"
"Preston School District","=""1140011""","Minor school construction","$0",440,2,"$0"
"Preston School District","=""1140011""","Total","$11,869,000",644,1,"$18,430"
"Putnam School District","=""1160011""","Instruction","$11,946,979",1246,1,"$9,588"
"Putnam School District","=""1160011""","Support services - students","$1,653,242",1201,2,"$1,377"
"Putnam School District","=""1160011""","Support services - instruction","$640,325",1201,2,"$533"
"Putnam School District","=""1160011""","Support services - general administration","$752,537",1201,2,"$627"
"Putnam School District","=""1160011""","Support services - school based administration","$1,480,522",1201,2,"$1,233"
"Putnam School District","=""1160011""","Central and other support services","$670,725",1201,2,"$558"
"Putnam School District","=""1160011""","Operation and maintenance of plant","$2,078,009",1201,2,"$1,730"
"Putnam School District","=""1160011""","Student transportation services","$1,169,004",965,3,"$1,211"
"Putnam School District","=""1160011""","Food services","$0",1201,2,"$0"
"Putnam School District","=""1160011""","Enterprise operations","$278,660",1201,2,"$232"
"Putnam School District","=""1160011""","Minor school construction","$0",1201,2,"$0"
"Putnam School District","=""1160011""","Total","$20,670,004",1246,1,"$16,589"
"Redding School District","=""1170011""","Instruction","$15,422,305",867,1,"$17,788"
"Redding School District","=""1170011""","Support services - students","$225,099",854,2,"$264"
"Redding School District","=""1170011""","Support services - instruction","$452,718",854,2,"$530"
"Redding School District","=""1170011""","Support services - general administration","$310,435",854,2,"$364"
"Redding School District","=""1170011""","Support services - school based administration","$1,237,466",854,2,"$1,449"
"Redding School District","=""1170011""","Central and other support services","$348,051",854,2,"$408"
"Redding School District","=""1170011""","Operation and maintenance of plant","$2,121,261",854,2,"$2,484"
"Redding School District","=""1170011""","Student transportation services","$1,601,554",854,3,"$1,875"
"Redding School District","=""1170011""","Food services","$37",854,2,"$0"
"Redding School District","=""1170011""","Enterprise operations","$0",854,2,"$0"
"Redding School District","=""1170011""","Minor school construction","$0",854,2,"$0"
"Redding School District","=""1170011""","Total","$21,718,925",867,1,"$25,051"
"Regional School District 01","=""2010012""","Instruction","$6,120,242",395,1,"$15,494"
"Regional School District 01","=""2010012""","Support services - students","$595,297",388,2,"$1,534"
"Regional School District 01","=""2010012""","Support services - instruction","$658,384",388,2,"$1,697"
"Regional School District 01","=""2010012""","Support services - general administration","$775,667",388,2,"$1,999"
"Regional School District 01","=""2010012""","Support services - school based administration","$662,127",388,2,"$1,707"
"Regional School District 01","=""2010012""","Central and other support services","$355,816",388,2,"$917"
"Regional School District 01","=""2010012""","Operation and maintenance of plant","$1,687,935",388,2,"$4,350"
"Regional School District 01","=""2010012""","Student transportation services","$226,747",375,3,"$605"
"Regional School District 01","=""2010012""","Food services","$30,000",388,2,"$77"
"Regional School District 01","=""2010012""","Enterprise operations","$120,099",388,2,"$310"
"Regional School District 01","=""2010012""","Minor school construction","$388,753",388,2,"$1,002"
"Regional School District 01","=""2010012""","Total","$11,621,066",395,1,"$29,420"
"Regional School District 04","=""2040012""","Instruction","$10,088,305",914,1,"$11,038"
"Regional School District 04","=""2040012""","Support services - students","$1,247,944",885,2,"$1,410"
"Regional School District 04","=""2040012""","Support services - instruction","$848,241",885,2,"$958"
"Regional School District 04","=""2040012""","Support services - general administration","$0",885,2,"$0"
"Regional School District 04","=""2040012""","Support services - school based administration","$1,168,561",885,2,"$1,320"
"Regional School District 04","=""2040012""","Central and other support services","$1,161,551",885,2,"$1,312"
"Regional School District 04","=""2040012""","Operation and maintenance of plant","$2,085,752",885,2,"$2,357"
"Regional School District 04","=""2040012""","Student transportation services","$1,157,874",867,3,"$1,335"
"Regional School District 04","=""2040012""","Food services","$120,000",885,2,"$136"
"Regional School District 04","=""2040012""","Enterprise operations","$720,143",885,2,"$814"
"Regional School District 04","=""2040012""","Minor school construction","$0",885,2,"$0"
"Regional School District 04","=""2040012""","Total","$18,598,372",914,1,"$20,348"
"Regional School District 05","=""2050012""","Instruction","$23,720,791",2224,1,"$10,666"
"Regional School District 05","=""2050012""","Support services - students","$3,797,730",2167,2,"$1,753"
"Regional School District 05","=""2050012""","Support services - instruction","$1,845,030",2167,2,"$851"
