"Special Education Expenditures, 2022-23"
"All Districts"

"District","District Code","Description","Amount"
"Cornwall School District","=""0310011""","Employee Benefits","$124,642"
"Cornwall School District","=""0310011""","Purchased Services Other Than Transportation","$33,521"
"Cornwall School District","=""0310011""","Special Education Tuition","$4,833"
"Cornwall School District","=""0310011""","Supplies","$3,567"
"Cornwall School District","=""0310011""","Property Services","$491"
"Cornwall School District","=""0310011""","Purchased Services For Transportation","$30,879"
"Cornwall School District","=""0310011""","Equipment","$850"
"Cornwall School District","=""0310011""","All Other Expenditures","$0"
"Cornwall School District","=""0310011""","Total","$560,505"
"Coventry School District","=""0320011""","Teacher Salaries","$1,994,346"
"Coventry School District","=""0320011""","Instructional Aide Salaries","$646,252"
"Coventry School District","=""0320011""","Other Salaries","$1,490,699"
"Coventry School District","=""0320011""","Employee Benefits","$1,030,889"
"Coventry School District","=""0320011""","Purchased Services Other Than Transportation","$315,519"
"Coventry School District","=""0320011""","Special Education Tuition","$876,694"
"Coventry School District","=""0320011""","Supplies","$23,628"
"Coventry School District","=""0320011""","Property Services","$0"
"Coventry School District","=""0320011""","Purchased Services For Transportation","$291,305"
"Coventry School District","=""0320011""","Equipment","$6,450"
"Coventry School District","=""0320011""","All Other Expenditures","$581"
"Coventry School District","=""0320011""","Total","$6,676,364"
"Cromwell School District","=""0330011""","Teacher Salaries","$1,986,142"
"Cromwell School District","=""0330011""","Instructional Aide Salaries","$1,097,845"
"Cromwell School District","=""0330011""","Other Salaries","$219,360"
"Cromwell School District","=""0330011""","Employee Benefits","$1,239,935"
"Cromwell School District","=""0330011""","Purchased Services Other Than Transportation","$725,859"
"Cromwell School District","=""0330011""","Special Education Tuition","$3,964,134"
"Cromwell School District","=""0330011""","Supplies","$43,993"
"Cromwell School District","=""0330011""","Property Services","$1,000"
"Cromwell School District","=""0330011""","Purchased Services For Transportation","$1,140,939"
"Cromwell School District","=""0330011""","Equipment","$3,377"
"Cromwell School District","=""0330011""","All Other Expenditures","$559"
"Cromwell School District","=""0330011""","Total","$10,423,143"
"Danbury School District","=""0340011""","Teacher Salaries","$10,159,210"
"Danbury School District","=""0340011""","Instructional Aide Salaries","$3,130,930"
"Danbury School District","=""0340011""","Other Salaries","$9,575,732"
"Danbury School District","=""0340011""","Employee Benefits","$5,323,259"
"Danbury School District","=""0340011""","Purchased Services Other Than Transportation","$1,381,995"
"Danbury School District","=""0340011""","Special Education Tuition","$4,661,497"
"Danbury School District","=""0340011""","Supplies","$297,024"
"Danbury School District","=""0340011""","Property Services","$0"
"Danbury School District","=""0340011""","Purchased Services For Transportation","$5,056,241"
"Danbury School District","=""0340011""","Equipment","$726,756"
"Danbury School District","=""0340011""","All Other Expenditures","$0"
"Danbury School District","=""0340011""","Total","$40,312,644"
"Darien School District","=""0350011""","Teacher Salaries","$7,098,778"
"Darien School District","=""0350011""","Instructional Aide Salaries","$4,549,568"
"Darien School District","=""0350011""","Other Salaries","$6,592,290"
"Darien School District","=""0350011""","Employee Benefits","$4,547,813"
"Darien School District","=""0350011""","Purchased Services Other Than Transportation","$4,224,924"
"Darien School District","=""0350011""","Special Education Tuition","$6,430,822"
"Darien School District","=""0350011""","Supplies","$195,253"
"Darien School District","=""0350011""","Property Services","$0"
"Darien School District","=""0350011""","Purchased Services For Transportation","$1,483,204"
"Darien School District","=""0350011""","Equipment","$48,673"
"Darien School District","=""0350011""","All Other Expenditures","$0"
"Darien School District","=""0350011""","Total","$35,171,326"
"Deep River School District","=""0360011""","Teacher Salaries","$384,991"
"Deep River School District","=""0360011""","Instructional Aide Salaries","$207,026"
"Deep River School District","=""0360011""","Other Salaries","$85,064"
"Deep River School District","=""0360011""","Employee Benefits","$209,336"
"Deep River School District","=""0360011""","Purchased Services Other Than Transportation","$23,321"
"Deep River School District","=""0360011""","Special Education Tuition","$0"
"Deep River School District","=""0360011""","Supplies","$13,284"
"Deep River School District","=""0360011""","Property Services","$709"
"Deep River School District","=""0360011""","Purchased Services For Transportation","$69,266"
"Deep River School District","=""0360011""","Equipment","$0"
"Deep River School District","=""0360011""","All Other Expenditures","$0"
"Deep River School District","=""0360011""","Total","$992,997"
"Derby School District","=""0370011""","Teacher Salaries","$1,202,243"
"Derby School District","=""0370011""","Instructional Aide Salaries","$1,080,229"
"Derby School District","=""0370011""","Other Salaries","$730,662"
"Derby School District","=""0370011""","Employee Benefits","$703,425"
"Derby School District","=""0370011""","Purchased Services Other Than Transportation","$147,044"
"Derby School District","=""0370011""","Special Education Tuition","$2,633,240"
"Derby School District","=""0370011""","Supplies","$27,692"
"Derby School District","=""0370011""","Property Services","$7,616"
"Derby School District","=""0370011""","Purchased Services For Transportation","$564,379"
"Derby School District","=""0370011""","Equipment","$23,307"
"Derby School District","=""0370011""","All Other Expenditures","$778"
"Derby School District","=""0370011""","Total","$7,120,615"
"East Granby School District","=""0400011""","Teacher Salaries","$1,342,090"
"East Granby School District","=""0400011""","Instructional Aide Salaries","$666,530"
"East Granby School District","=""0400011""","Other Salaries","$392,067"
"East Granby School District","=""0400011""","Employee Benefits","$356,612"
"East Granby School District","=""0400011""","Purchased Services Other Than Transportation","$804,186"
"East Granby School District","=""0400011""","Special Education Tuition","$870,271"
"East Granby School District","=""0400011""","Supplies","$64,554"
"East Granby School District","=""0400011""","Property Services","$23,150"
"East Granby School District","=""0400011""","Purchased Services For Transportation","$441,327"
"East Granby School District","=""0400011""","Equipment","$14,456"
"East Granby School District","=""0400011""","All Other Expenditures","$0"
"East Granby School District","=""0400011""","Total","$4,975,242"
"East Haddam School District","=""0410011""","Teacher Salaries","$1,656,846"
"East Haddam School District","=""0410011""","Instructional Aide Salaries","$874,235"
"East Haddam School District","=""0410011""","Other Salaries","$205,340"
"East Haddam School District","=""0410011""","Employee Benefits","$579,297"
"East Haddam School District","=""0410011""","Purchased Services Other Than Transportation","$355,960"
"East Haddam School District","=""0410011""","Special Education Tuition","$1,415,195"
"East Haddam School District","=""0410011""","Supplies","$72,728"
"East Haddam School District","=""0410011""","Property Services","$28,558"
"East Haddam School District","=""0410011""","Purchased Services For Transportation","$607,551"
"East Haddam School District","=""0410011""","Equipment","$2,625"
"East Haddam School District","=""0410011""","All Other Expenditures","$1,555"
"East Haddam School District","=""0410011""","Total","$5,799,891"
"East Hampton School District","=""0420011""","Teacher Salaries","$3,834,735"
"East Hampton School District","=""0420011""","Instructional Aide Salaries","$2,378,071"
"East Hampton School District","=""0420011""","Other Salaries","$270,430"
"East Hampton School District","=""0420011""","Employee Benefits","$1,806,329"
"East Hampton School District","=""0420011""","Purchased Services Other Than Transportation","$795,778"
"East Hampton School District","=""0420011""","Special Education Tuition","$1,500,255"
"East Hampton School District","=""0420011""","Supplies","$129,869"
"East Hampton School District","=""0420011""","Property Services","$16,862"
"East Hampton School District","=""0420011""","Purchased Services For Transportation","$687,831"
"East Hampton School District","=""0420011""","Equipment","$0"
"East Hampton School District","=""0420011""","All Other Expenditures","$845"
"East Hampton School District","=""0420011""","Total","$11,421,005"
"East Hartford School District","=""0430011""","Teacher Salaries","$11,047,642"
"East Hartford School District","=""0430011""","Instructional Aide Salaries","$3,021,319"
"East Hartford School District","=""0430011""","Other Salaries","$5,227,374"
"East Hartford School District","=""0430011""","Employee Benefits","$4,442,732"
"East Hartford School District","=""0430011""","Purchased Services Other Than Transportation","$1,088,386"
"East Hartford School District","=""0430011""","Special Education Tuition","$7,833,421"
"East Hartford School District","=""0430011""","Supplies","$310,515"
"East Hartford School District","=""0430011""","Property Services","$2,085"
"East Hartford School District","=""0430011""","Purchased Services For Transportation","$3,802,157"
"East Hartford School District","=""0430011""","Equipment","$40,149"
"East Hartford School District","=""0430011""","All Other Expenditures","$0"
