"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"Naugatuck School District","=""0880011""","Total","$16,291,419"
"New Beginnings Inc Family Academy District","=""2800013""","Teacher Salaries","$154,532"
"New Beginnings Inc Family Academy District","=""2800013""","Instructional Aide Salaries","$29,649"
"New Beginnings Inc Family Academy District","=""2800013""","Other Salaries","$22,268"
"New Beginnings Inc Family Academy District","=""2800013""","Employee Benefits","$54,269"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services Other Than Transportation","$73,309"
"New Beginnings Inc Family Academy District","=""2800013""","Special Education Tuition","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Supplies","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Property Services","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services For Transportation","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Equipment","$0"
"New Beginnings Inc Family Academy District","=""2800013""","All Other Expenditures","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$334,027"
"New Britain School District","=""0890011""","Teacher Salaries","$15,976,638"
"New Britain School District","=""0890011""","Instructional Aide Salaries","$6,742,493"
"New Britain School District","=""0890011""","Other Salaries","$3,369,355"
"New Britain School District","=""0890011""","Employee Benefits","$7,136,784"
"New Britain School District","=""0890011""","Purchased Services Other Than Transportation","$5,084,073"
"New Britain School District","=""0890011""","Special Education Tuition","$7,288,590"
"New Britain School District","=""0890011""","Supplies","$166,107"
"New Britain School District","=""0890011""","Property Services","$0"
"New Britain School District","=""0890011""","Purchased Services For Transportation","$2,897,128"
"New Britain School District","=""0890011""","Equipment","$35,856"
"New Britain School District","=""0890011""","All Other Expenditures","$0"
"New Britain School District","=""0890011""","Total","$48,697,023"
"New Canaan School District","=""0900011""","Teacher Salaries","$7,428,905"
"New Canaan School District","=""0900011""","Instructional Aide Salaries","$2,514,937"
"New Canaan School District","=""0900011""","Other Salaries","$2,279,036"
"New Canaan School District","=""0900011""","Employee Benefits","$2,677,338"
"New Canaan School District","=""0900011""","Purchased Services Other Than Transportation","$971,399"
"New Canaan School District","=""0900011""","Special Education Tuition","$1,799,616"
"New Canaan School District","=""0900011""","Supplies","$88,785"
"New Canaan School District","=""0900011""","Property Services","$0"
"New Canaan School District","=""0900011""","Purchased Services For Transportation","$48,953"
"New Canaan School District","=""0900011""","Equipment","$10,967"
"New Canaan School District","=""0900011""","All Other Expenditures","$1,682"
"New Canaan School District","=""0900011""","Total","$17,821,617"
"New Fairfield School District","=""0910011""","Teacher Salaries","$4,276,535"
"New Fairfield School District","=""0910011""","Instructional Aide Salaries","$1,359,714"
"New Fairfield School District","=""0910011""","Other Salaries","$1,700"
"New Fairfield School District","=""0910011""","Employee Benefits","$1,409,474"
"New Fairfield School District","=""0910011""","Purchased Services Other Than Transportation","$320,053"
"New Fairfield School District","=""0910011""","Special Education Tuition","$1,671,921"
"New Fairfield School District","=""0910011""","Supplies","$163,426"
"New Fairfield School District","=""0910011""","Property Services","$660"
"New Fairfield School District","=""0910011""","Purchased Services For Transportation","$648,088"
"New Fairfield School District","=""0910011""","Equipment","$6,919"
"New Fairfield School District","=""0910011""","All Other Expenditures","$750"
"New Fairfield School District","=""0910011""","Total","$9,859,239"
"New Hartford School District","=""0920011""","Teacher Salaries","$890,362"
"New Hartford School District","=""0920011""","Instructional Aide Salaries","$469,632"
"New Hartford School District","=""0920011""","Other Salaries","$40,742"
"New Hartford School District","=""0920011""","Employee Benefits","$378,303"
"New Hartford School District","=""0920011""","Purchased Services Other Than Transportation","$161,396"
"New Hartford School District","=""0920011""","Special Education Tuition","$527,311"
"New Hartford School District","=""0920011""","Supplies","$3,672"
"New Hartford School District","=""0920011""","Property Services","$0"
"New Hartford School District","=""0920011""","Purchased Services For Transportation","$131,111"
"New Hartford School District","=""0920011""","Equipment","$8,386"
"New Hartford School District","=""0920011""","All Other Expenditures","$495"
"New Hartford School District","=""0920011""","Total","$2,611,411"
"New Haven School District","=""0930011""","Teacher Salaries","$23,321,174"
"New Haven School District","=""0930011""","Instructional Aide Salaries","$2,688,735"
"New Haven School District","=""0930011""","Other Salaries","$2,582,069"
"New Haven School District","=""0930011""","Employee Benefits","$11,388,326"
"New Haven School District","=""0930011""","Purchased Services Other Than Transportation","$2,802,538"
"New Haven School District","=""0930011""","Special Education Tuition","$22,708,210"
"New Haven School District","=""0930011""","Supplies","$298,586"
"New Haven School District","=""0930011""","Property Services","$0"
"New Haven School District","=""0930011""","Purchased Services For Transportation","$7,097,831"
"New Haven School District","=""0930011""","Equipment","$112,090"
"New Haven School District","=""0930011""","All Other Expenditures","$395,440"
"New Haven School District","=""0930011""","Total","$73,394,998"
"New London School District","=""0950011""","Teacher Salaries","$4,247,845"
"New London School District","=""0950011""","Instructional Aide Salaries","$977,938"
"New London School District","=""0950011""","Other Salaries","$1,885,593"
"New London School District","=""0950011""","Employee Benefits","$2,172,638"
"New London School District","=""0950011""","Purchased Services Other Than Transportation","$827,763"
"New London School District","=""0950011""","Special Education Tuition","$5,662,338"
"New London School District","=""0950011""","Supplies","$230,850"
"New London School District","=""0950011""","Property Services","$0"
"New London School District","=""0950011""","Purchased Services For Transportation","$461,592"
"New London School District","=""0950011""","Equipment","$2,104"
"New London School District","=""0950011""","All Other Expenditures","$658"
"New London School District","=""0950011""","Total","$16,469,319"
"New Milford School District","=""0960011""","Teacher Salaries","$6,180,270"
"New Milford School District","=""0960011""","Instructional Aide Salaries","$2,180,196"
"New Milford School District","=""0960011""","Other Salaries","$21,486"
"New Milford School District","=""0960011""","Employee Benefits","$1,626,357"
"New Milford School District","=""0960011""","Purchased Services Other Than Transportation","$2,341,197"
"New Milford School District","=""0960011""","Special Education Tuition","$2,395,394"
"New Milford School District","=""0960011""","Supplies","$92,537"
"New Milford School District","=""0960011""","Property Services","$0"
"New Milford School District","=""0960011""","Purchased Services For Transportation","$542,746"
"New Milford School District","=""0960011""","Equipment","$26,026"
"New Milford School District","=""0960011""","All Other Expenditures","$1,469"
"New Milford School District","=""0960011""","Total","$15,407,677"
"Newington School District","=""0940011""","Teacher Salaries","$5,268,015"
"Newington School District","=""0940011""","Instructional Aide Salaries","$2,350,001"
"Newington School District","=""0940011""","Other Salaries","$1,284,092"
"Newington School District","=""0940011""","Employee Benefits","$1,824,081"
"Newington School District","=""0940011""","Purchased Services Other Than Transportation","$677,643"
"Newington School District","=""0940011""","Special Education Tuition","$4,129,090"
"Newington School District","=""0940011""","Supplies","$83,233"
"Newington School District","=""0940011""","Property Services","$14,729"
"Newington School District","=""0940011""","Purchased Services For Transportation","$531,749"
"Newington School District","=""0940011""","Equipment","$13,540"
"Newington School District","=""0940011""","All Other Expenditures","$1,134"
"Newington School District","=""0940011""","Total","$16,177,307"
"Newtown School District","=""0970011""","Teacher Salaries","$6,044,417"
"Newtown School District","=""0970011""","Instructional Aide Salaries","$1,803,052"
"Newtown School District","=""0970011""","Other Salaries","$2,255,002"
"Newtown School District","=""0970011""","Employee Benefits","$2,196,006"
"Newtown School District","=""0970011""","Purchased Services Other Than Transportation","$431,924"
"Newtown School District","=""0970011""","Special Education Tuition","$4,464,649"
"Newtown School District","=""0970011""","Supplies","$119,033"
"Newtown School District","=""0970011""","Property Services","$6,158"
"Newtown School District","=""0970011""","Purchased Services For Transportation","$1,156,990"
"Newtown School District","=""0970011""","Equipment","$7,256"
"Newtown School District","=""0970011""","All Other Expenditures","$1,233"
"Newtown School District","=""0970011""","Total","$18,485,720"
"Norfolk School District","=""0980011""","Teacher Salaries","$101,698"
"Norfolk School District","=""0980011""","Instructional Aide Salaries","$0"
"Norfolk School District","=""0980011""","Other Salaries","$0"
"Norfolk School District","=""0980011""","Employee Benefits","$0"
"Norfolk School District","=""0980011""","Purchased Services Other Than Transportation","$425,812"
"Norfolk School District","=""0980011""","Special Education Tuition","$0"
"Norfolk School District","=""0980011""","Supplies","$500"
"Norfolk School District","=""0980011""","Property Services","$0"
"Norfolk School District","=""0980011""","Purchased Services For Transportation","$35,593"
"Norfolk School District","=""0980011""","Equipment","$0"
"Norfolk School District","=""0980011""","All Other Expenditures","$0"
"Norfolk School District","=""0980011""","Total","$563,603"
"North Branford School District","=""0990011""","Teacher Salaries","$1,770,381"
"North Branford School District","=""0990011""","Instructional Aide Salaries","$904,544"
"North Branford School District","=""0990011""","Other Salaries","$1,309,871"
"North Branford School District","=""0990011""","Employee Benefits","$563,842"
"North Branford School District","=""0990011""","Purchased Services Other Than Transportation","$242,722"
"North Branford School District","=""0990011""","Special Education Tuition","$1,481,877"
"North Branford School District","=""0990011""","Supplies","$79,596"
"North Branford School District","=""0990011""","Property Services","$0"
"North Branford School District","=""0990011""","Purchased Services For Transportation","$445,826"
"North Branford School District","=""0990011""","Equipment","$1,268"
"North Branford School District","=""0990011""","All Other Expenditures","$1,025"
"North Branford School District","=""0990011""","Total","$6,800,951"
"North Canaan School District","=""1000011""","Teacher Salaries","$623,225"
"North Canaan School District","=""1000011""","Instructional Aide Salaries","$0"
"North Canaan School District","=""1000011""","Other Salaries","$240,370"
"North Canaan School District","=""1000011""","Employee Benefits","$271,989"
"North Canaan School District","=""1000011""","Purchased Services Other Than Transportation","$48,434"
"North Canaan School District","=""1000011""","Special Education Tuition","$0"
"North Canaan School District","=""1000011""","Supplies","$9,898"
"North Canaan School District","=""1000011""","Property Services","$0"
"North Canaan School District","=""1000011""","Purchased Services For Transportation","$75,501"
"North Canaan School District","=""1000011""","Equipment","$2,663"
"North Canaan School District","=""1000011""","All Other Expenditures","$0"
"North Canaan School District","=""1000011""","Total","$1,272,080"
"North Haven School District","=""1010011""","Teacher Salaries","$4,599,196"
"North Haven School District","=""1010011""","Instructional Aide Salaries","$1,202,444"
"North Haven School District","=""1010011""","Other Salaries","$96,271"
"North Haven School District","=""1010011""","Employee Benefits","$1,432,425"
"North Haven School District","=""1010011""","Purchased Services Other Than Transportation","$850,771"
"North Haven School District","=""1010011""","Special Education Tuition","$3,655,997"
"North Haven School District","=""1010011""","Supplies","$94,679"
"North Haven School District","=""1010011""","Property Services","$0"
"North Haven School District","=""1010011""","Purchased Services For Transportation","$1,208,197"
"North Haven School District","=""1010011""","Equipment","$3,712"
"North Haven School District","=""1010011""","All Other Expenditures","$5,950"
"North Haven School District","=""1010011""","Total","$13,149,642"
"North Stonington School District","=""1020011""","Teacher Salaries","$1,078,020"
"North Stonington School District","=""1020011""","Instructional Aide Salaries","$0"
"North Stonington School District","=""1020011""","Other Salaries","$319,145"
"North Stonington School District","=""1020011""","Employee Benefits","$713,630"
"North Stonington School District","=""1020011""","Purchased Services Other Than Transportation","$159,259"
"North Stonington School District","=""1020011""","Special Education Tuition","$234,645"
"North Stonington School District","=""1020011""","Supplies","$65,306"
"North Stonington School District","=""1020011""","Property Services","$0"
"North Stonington School District","=""1020011""","Purchased Services For Transportation","$96,628"
"North Stonington School District","=""1020011""","Equipment","$37,695"
"North Stonington School District","=""1020011""","All Other Expenditures","$1,937"
"North Stonington School District","=""1020011""","Total","$2,706,264"
"Norwalk School District","=""1030011""","Teacher Salaries","$12,285,802"
"Norwalk School District","=""1030011""","Instructional Aide Salaries","$7,899,549"
"Norwalk School District","=""1030011""","Other Salaries","$9,265,653"
"Norwalk School District","=""1030011""","Employee Benefits","$7,522,509"
"Norwalk School District","=""1030011""","Purchased Services Other Than Transportation","$2,627,290"
"Norwalk School District","=""1030011""","Special Education Tuition","$7,603,622"
"Norwalk School District","=""1030011""","Supplies","$340,221"
"Norwalk School District","=""1030011""","Property Services","$21,478"
"Norwalk School District","=""1030011""","Purchased Services For Transportation","$3,355,564"
"Norwalk School District","=""1030011""","Equipment","$940,251"
"Norwalk School District","=""1030011""","All Other Expenditures","$10,558"
"Norwalk School District","=""1030011""","Total","$51,872,498"
"Norwich School District","=""1040011""","Teacher Salaries","$4,674,749"
"Norwich School District","=""1040011""","Instructional Aide Salaries","$2,991,972"
"Norwich School District","=""1040011""","Other Salaries","$178,325"
"Norwich School District","=""1040011""","Employee Benefits","$1,925,837"
"Norwich School District","=""1040011""","Purchased Services Other Than Transportation","$1,337,848"
"Norwich School District","=""1040011""","Special Education Tuition","$15,803,749"
"Norwich School District","=""1040011""","Supplies","$20,203"
"Norwich School District","=""1040011""","Property Services","$4,069"
"Norwich School District","=""1040011""","Purchased Services For Transportation","$3,590,054"
"Norwich School District","=""1040011""","Equipment","$17,608"
"Norwich School District","=""1040011""","All Other Expenditures","$1,490"
"Norwich School District","=""1040011""","Total","$30,545,903"
"Odyssey Community School District","=""2630013""","Teacher Salaries","$213,576"
"Odyssey Community School District","=""2630013""","Instructional Aide Salaries","$0"
"Odyssey Community School District","=""2630013""","Other Salaries","$0"
"Odyssey Community School District","=""2630013""","Employee Benefits","$38,578"
"Odyssey Community School District","=""2630013""","Purchased Services Other Than Transportation","$0"
"Odyssey Community School District","=""2630013""","Special Education Tuition","$0"
"Odyssey Community School District","=""2630013""","Supplies","$2,473"
"Odyssey Community School District","=""2630013""","Property Services","$0"
"Odyssey Community School District","=""2630013""","Purchased Services For Transportation","$0"
"Odyssey Community School District","=""2630013""","Equipment","$0"
"Odyssey Community School District","=""2630013""","All Other Expenditures","$0"
"Odyssey Community School District","=""2630013""","Total","$254,627"
"Old Saybrook School District","=""1060011""","Teacher Salaries","$2,680,247"
"Old Saybrook School District","=""1060011""","Instructional Aide Salaries","$825,927"
"Old Saybrook School District","=""1060011""","Other Salaries","$270,871"
"Old Saybrook School District","=""1060011""","Employee Benefits","$642,208"
"Old Saybrook School District","=""1060011""","Purchased Services Other Than Transportation","$65,871"
"Old Saybrook School District","=""1060011""","Special Education Tuition","$717,735"
"Old Saybrook School District","=""1060011""","Supplies","$55,766"
"Old Saybrook School District","=""1060011""","Property Services","$0"
"Old Saybrook School District","=""1060011""","Purchased Services For Transportation","$187,369"
"Old Saybrook School District","=""1060011""","Equipment","$2,529"
"Old Saybrook School District","=""1060011""","All Other Expenditures","$725"
"Old Saybrook School District","=""1060011""","Total","$5,449,248"
"Orange School District","=""1070011""","Teacher Salaries","$2,103,805"
"Orange School District","=""1070011""","Instructional Aide Salaries","$0"
"Orange School District","=""1070011""","Other Salaries","$898,813"
"Orange School District","=""1070011""","Employee Benefits","$766,760"
"Orange School District","=""1070011""","Purchased Services Other Than Transportation","$184,777"
"Orange School District","=""1070011""","Special Education Tuition","$338,068"
"Orange School District","=""1070011""","Supplies","$25,008"
"Orange School District","=""1070011""","Property Services","$0"
"Orange School District","=""1070011""","Purchased Services For Transportation","$272,216"
"Orange School District","=""1070011""","Equipment","$247,196"
"Orange School District","=""1070011""","All Other Expenditures","$7,202"
"Orange School District","=""1070011""","Total","$4,843,845"
"Oxford School District","=""1080011""","Teacher Salaries","$2,676,800"
"Oxford School District","=""1080011""","Instructional Aide Salaries","$979,874"
"Oxford School District","=""1080011""","Other Salaries","$784,571"
"Oxford School District","=""1080011""","Employee Benefits","$1,627,281"
"Oxford School District","=""1080011""","Purchased Services Other Than Transportation","$517,461"
"Oxford School District","=""1080011""","Special Education Tuition","$1,928,201"
"Oxford School District","=""1080011""","Supplies","$19,025"
"Oxford School District","=""1080011""","Property Services","$5,050"
"Oxford School District","=""1080011""","Purchased Services For Transportation","$370,958"
"Oxford School District","=""1080011""","Equipment","$13,804"
"Oxford School District","=""1080011""","All Other Expenditures","$250"
"Oxford School District","=""1080011""","Total","$8,923,276"
"Park City Prep Charter School District","=""2830013""","Teacher Salaries","$103,464"
"Park City Prep Charter School District","=""2830013""","Instructional Aide Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Other Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Employee Benefits","$20,408"
"Park City Prep Charter School District","=""2830013""","Purchased Services Other Than Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Special Education Tuition","$0"
"Park City Prep Charter School District","=""2830013""","Supplies","$6,709"
"Park City Prep Charter School District","=""2830013""","Property Services","$0"
"Park City Prep Charter School District","=""2830013""","Purchased Services For Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Equipment","$0"
"Park City Prep Charter School District","=""2830013""","All Other Expenditures","$0"
"Park City Prep Charter School District","=""2830013""","Total","$130,581"
"Plainfield School District","=""1090011""","Teacher Salaries","$2,202,404"
"Plainfield School District","=""1090011""","Instructional Aide Salaries","$0"
"Plainfield School District","=""1090011""","Other Salaries","$2,327,139"
"Plainfield School District","=""1090011""","Employee Benefits","$1,404,257"
"Plainfield School District","=""1090011""","Purchased Services Other Than Transportation","$282,443"
"Plainfield School District","=""1090011""","Special Education Tuition","$2,120,649"
"Plainfield School District","=""1090011""","Supplies","$212,831"
"Plainfield School District","=""1090011""","Property Services","$1,842"
"Plainfield School District","=""1090011""","Purchased Services For Transportation","$606,483"
"Plainfield School District","=""1090011""","Equipment","$0"
"Plainfield School District","=""1090011""","All Other Expenditures","$817"
"Plainfield School District","=""1090011""","Total","$9,158,866"
"Plainville School District","=""1100011""","Teacher Salaries","$2,533,975"
"Plainville School District","=""1100011""","Instructional Aide Salaries","$1,378,862"
"Plainville School District","=""1100011""","Other Salaries","$998,364"
"Plainville School District","=""1100011""","Employee Benefits","$1,402,147"
"Plainville School District","=""1100011""","Purchased Services Other Than Transportation","$257,143"
"Plainville School District","=""1100011""","Special Education Tuition","$1,829,634"
"Plainville School District","=""1100011""","Supplies","$44,022"
"Plainville School District","=""1100011""","Property Services","$0"
"Plainville School District","=""1100011""","Purchased Services For Transportation","$564,051"
"Plainville School District","=""1100011""","Equipment","$16,657"
"Plainville School District","=""1100011""","All Other Expenditures","$6,804"
"Plainville School District","=""1100011""","Total","$9,031,659"
"Plymouth School District","=""1110011""","Teacher Salaries","$2,503,333"
"Plymouth School District","=""1110011""","Instructional Aide Salaries","$904,409"
"Plymouth School District","=""1110011""","Other Salaries","$241,745"
"Plymouth School District","=""1110011""","Employee Benefits","$943,521"
"Plymouth School District","=""1110011""","Purchased Services Other Than Transportation","$424,485"
"Plymouth School District","=""1110011""","Special Education Tuition","$1,227,408"
"Plymouth School District","=""1110011""","Supplies","$19,515"
"Plymouth School District","=""1110011""","Property Services","$0"
"Plymouth School District","=""1110011""","Purchased Services For Transportation","$419,930"
"Plymouth School District","=""1110011""","Equipment","$-291"
"Plymouth School District","=""1110011""","All Other Expenditures","$250"
"Plymouth School District","=""1110011""","Total","$6,684,305"
"Pomfret School District","=""1120011""","Teacher Salaries","$422,671"
"Pomfret School District","=""1120011""","Instructional Aide Salaries","$196,006"
"Pomfret School District","=""1120011""","Other Salaries","$301,934"
"Pomfret School District","=""1120011""","Employee Benefits","$217,718"
"Pomfret School District","=""1120011""","Purchased Services Other Than Transportation","$91,998"
"Pomfret School District","=""1120011""","Special Education Tuition","$1,259,933"
"Pomfret School District","=""1120011""","Supplies","$47,184"
"Pomfret School District","=""1120011""","Property Services","$0"
"Pomfret School District","=""1120011""","Purchased Services For Transportation","$86,560"
"Pomfret School District","=""1120011""","Equipment","$877"
"Pomfret School District","=""1120011""","All Other Expenditures","$336"
"Pomfret School District","=""1120011""","Total","$2,625,218"
"Portland School District","=""1130011""","Teacher Salaries","$1,587,218"
"Portland School District","=""1130011""","Instructional Aide Salaries","$701,883"
"Portland School District","=""1130011""","Other Salaries","$454,194"
"Portland School District","=""1130011""","Employee Benefits","$837,898"
"Portland School District","=""1130011""","Purchased Services Other Than Transportation","$423,161"
"Portland School District","=""1130011""","Special Education Tuition","$1,133,699"
"Portland School District","=""1130011""","Supplies","$29,776"
"Portland School District","=""1130011""","Property Services","$3,444"
"Portland School District","=""1130011""","Purchased Services For Transportation","$283,038"
"Portland School District","=""1130011""","Equipment","$14,823"
"Portland School District","=""1130011""","All Other Expenditures","$0"
"Portland School District","=""1130011""","Total","$5,469,135"
"Preston School District","=""1140011""","Teacher Salaries","$977,825"
"Preston School District","=""1140011""","Instructional Aide Salaries","$601,229"
"Preston School District","=""1140011""","Other Salaries","$213,484"
"Preston School District","=""1140011""","Employee Benefits","$364,404"
"Preston School District","=""1140011""","Purchased Services Other Than Transportation","$314,027"
"Preston School District","=""1140011""","Special Education Tuition","$924,288"
"Preston School District","=""1140011""","Supplies","$82,620"
"Preston School District","=""1140011""","Property Services","$0"
"Preston School District","=""1140011""","Purchased Services For Transportation","$35,945"
"Preston School District","=""1140011""","Equipment","$17,633"
"Preston School District","=""1140011""","All Other Expenditures","$0"
"Preston School District","=""1140011""","Total","$3,531,455"
"Putnam School District","=""1160011""","Teacher Salaries","$1,919,942"
"Putnam School District","=""1160011""","Instructional Aide Salaries","$586,055"
"Putnam School District","=""1160011""","Other Salaries","$212,470"
"Putnam School District","=""1160011""","Employee Benefits","$692,182"
"Putnam School District","=""1160011""","Purchased Services Other Than Transportation","$313,892"
"Putnam School District","=""1160011""","Special Education Tuition","$1,863,175"
"Putnam School District","=""1160011""","Supplies","$27,464"
"Putnam School District","=""1160011""","Property Services","$12,000"
"Putnam School District","=""1160011""","Purchased Services For Transportation","$109,855"
"Putnam School District","=""1160011""","Equipment","$2,523"
"Putnam School District","=""1160011""","All Other Expenditures","$3,109"
"Putnam School District","=""1160011""","Total","$5,742,666"
"Redding School District","=""1170011""","Teacher Salaries","$3,155,820"
"Redding School District","=""1170011""","Instructional Aide Salaries","$1,179,738"
"Redding School District","=""1170011""","Other Salaries","$0"
"Redding School District","=""1170011""","Employee Benefits","$1,433,881"
"Redding School District","=""1170011""","Purchased Services Other Than Transportation","$231,841"
"Redding School District","=""1170011""","Special Education Tuition","$728,335"
"Redding School District","=""1170011""","Supplies","$22,340"
"Redding School District","=""1170011""","Property Services","$399"
"Redding School District","=""1170011""","Purchased Services For Transportation","$620,474"
"Redding School District","=""1170011""","Equipment","$22,707"
"Redding School District","=""1170011""","All Other Expenditures","$278"
"Redding School District","=""1170011""","Total","$7,395,813"
"Regional School District 01","=""2010012""","Teacher Salaries","$829,280"
"Regional School District 01","=""2010012""","Instructional Aide Salaries","$85,422"
"Regional School District 01","=""2010012""","Other Salaries","$230,020"
"Regional School District 01","=""2010012""","Employee Benefits","$364,187"
"Regional School District 01","=""2010012""","Purchased Services Other Than Transportation","$64,916"
"Regional School District 01","=""2010012""","Special Education Tuition","$645,096"
"Regional School District 01","=""2010012""","Supplies","$11,823"
"Regional School District 01","=""2010012""","Property Services","$0"
"Regional School District 01","=""2010012""","Purchased Services For Transportation","$101,192"
"Regional School District 01","=""2010012""","Equipment","$2,986"
"Regional School District 01","=""2010012""","All Other Expenditures","$0"
"Regional School District 01","=""2010012""","Total","$2,334,922"
"Regional School District 04","=""2040012""","Teacher Salaries","$917,892"
"Regional School District 04","=""2040012""","Instructional Aide Salaries","$697,533"
"Regional School District 04","=""2040012""","Other Salaries","$153,416"
"Regional School District 04","=""2040012""","Employee Benefits","$554,525"
"Regional School District 04","=""2040012""","Purchased Services Other Than Transportation","$26,016"
"Regional School District 04","=""2040012""","Special Education Tuition","$1,180,166"
"Regional School District 04","=""2040012""","Supplies","$19,715"
"Regional School District 04","=""2040012""","Property Services","$0"
"Regional School District 04","=""2040012""","Purchased Services For Transportation","$229,891"
"Regional School District 04","=""2040012""","Equipment","$530"
"Regional School District 04","=""2040012""","All Other Expenditures","$375"
"Regional School District 04","=""2040012""","Total","$3,780,058"
"Regional School District 05","=""2050012""","Teacher Salaries","$3,321,012"
"Regional School District 05","=""2050012""","Instructional Aide Salaries","$706,385"
"Regional School District 05","=""2050012""","Other Salaries","$0"
"Regional School District 05","=""2050012""","Employee Benefits","$679,761"
"Regional School District 05","=""2050012""","Purchased Services Other Than Transportation","$570,629"
"Regional School District 05","=""2050012""","Special Education Tuition","$2,905,290"
"Regional School District 05","=""2050012""","Supplies","$35,546"
"Regional School District 05","=""2050012""","Property Services","$9,000"
"Regional School District 05","=""2050012""","Purchased Services For Transportation","$975,072"
"Regional School District 05","=""2050012""","Equipment","$40,609"
"Regional School District 05","=""2050012""","All Other Expenditures","$2,380"
"Regional School District 05","=""2050012""","Total","$9,245,685"
"Regional School District 06","=""2060012""","Teacher Salaries","$1,557,972"
"Regional School District 06","=""2060012""","Instructional Aide Salaries","$0"
"Regional School District 06","=""2060012""","Other Salaries","$1,110,681"
"Regional School District 06","=""2060012""","Employee Benefits","$677,948"
"Regional School District 06","=""2060012""","Purchased Services Other Than Transportation","$101,021"
"Regional School District 06","=""2060012""","Special Education Tuition","$410,528"
"Regional School District 06","=""2060012""","Supplies","$17,484"
"Regional School District 06","=""2060012""","Property Services","$0"
"Regional School District 06","=""2060012""","Purchased Services For Transportation","$27,458"
"Regional School District 06","=""2060012""","Equipment","$0"
"Regional School District 06","=""2060012""","All Other Expenditures","$0"
"Regional School District 06","=""2060012""","Total","$3,903,093"
"Regional School District 07","=""2070012""","Teacher Salaries","$1,169,886"
"Regional School District 07","=""2070012""","Instructional Aide Salaries","$179,900"
"Regional School District 07","=""2070012""","Other Salaries","$0"
"Regional School District 07","=""2070012""","Employee Benefits","$245,181"
"Regional School District 07","=""2070012""","Purchased Services Other Than Transportation","$1,757,937"
"Regional School District 07","=""2070012""","Special Education Tuition","$1,144,515"
"Regional School District 07","=""2070012""","Supplies","$10,552"
"Regional School District 07","=""2070012""","Property Services","$0"
"Regional School District 07","=""2070012""","Purchased Services For Transportation","$342,801"
"Regional School District 07","=""2070012""","Equipment","$0"
"Regional School District 07","=""2070012""","All Other Expenditures","$0"
"Regional School District 07","=""2070012""","Total","$4,850,769"
"Regional School District 08","=""2080012""","Teacher Salaries","$1,735,167"
"Regional School District 08","=""2080012""","Instructional Aide Salaries","$784,672"
"Regional School District 08","=""2080012""","Other Salaries","$508,322"
"Regional School District 08","=""2080012""","Employee Benefits","$801,392"
"Regional School District 08","=""2080012""","Purchased Services Other Than Transportation","$662,382"
"Regional School District 08","=""2080012""","Special Education Tuition","$1,628,684"
"Regional School District 08","=""2080012""","Supplies","$95,370"
"Regional School District 08","=""2080012""","Property Services","$0"
"Regional School District 08","=""2080012""","Purchased Services For Transportation","$424,315"
"Regional School District 08","=""2080012""","Equipment","$15,802"
"Regional School District 08","=""2080012""","All Other Expenditures","$150"
"Regional School District 08","=""2080012""","Total","$6,656,256"
"Regional School District 09","=""2090012""","Teacher Salaries","$1,373,608"
"Regional School District 09","=""2090012""","Instructional Aide Salaries","$575,308"
"Regional School District 09","=""2090012""","Other Salaries","$0"
"Regional School District 09","=""2090012""","Employee Benefits","$621,279"
"Regional School District 09","=""2090012""","Purchased Services Other Than Transportation","$183,761"
"Regional School District 09","=""2090012""","Special Education Tuition","$1,642,402"
"Regional School District 09","=""2090012""","Supplies","$30,349"
"Regional School District 09","=""2090012""","Property Services","$0"
"Regional School District 09","=""2090012""","Purchased Services For Transportation","$457,049"
"Regional School District 09","=""2090012""","Equipment","$28,142"
"Regional School District 09","=""2090012""","All Other Expenditures","$1,085"
"Regional School District 09","=""2090012""","Total","$4,912,982"
"Regional School District 10","=""2100012""","Teacher Salaries","$3,583,627"
"Regional School District 10","=""2100012""","Instructional Aide Salaries","$947,389"
"Regional School District 10","=""2100012""","Other Salaries","$556,431"
"Regional School District 10","=""2100012""","Employee Benefits","$1,156,467"
"Regional School District 10","=""2100012""","Purchased Services Other Than Transportation","$358,905"
"Regional School District 10","=""2100012""","Special Education Tuition","$2,794,877"
"Regional School District 10","=""2100012""","Supplies","$58,929"
"Regional School District 10","=""2100012""","Property Services","$31,771"
"Regional School District 10","=""2100012""","Purchased Services For Transportation","$550,308"
"Regional School District 10","=""2100012""","Equipment","$2,418"
"Regional School District 10","=""2100012""","All Other Expenditures","$2,110"
"Regional School District 10","=""2100012""","Total","$10,043,232"
"Regional School District 11","=""2110012""","Teacher Salaries","$286,701"
"Regional School District 11","=""2110012""","Instructional Aide Salaries","$108,207"
"Regional School District 11","=""2110012""","Other Salaries","$0"
