"Special Education Expenditures, 2019-20"
"All Districts"

"District","District Code","Description","Amount"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services Other Than Transportation","$95,500"
"New Beginnings Inc Family Academy District","=""2800013""","Special Education Tuition","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Supplies","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Property Services","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services For Transportation","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Equipment","$0"
"New Beginnings Inc Family Academy District","=""2800013""","All Other Expenditures","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$337,263"
"New Britain School District","=""0890011""","Teacher Salaries","$14,869,413"
"New Britain School District","=""0890011""","Instructional Aide Salaries","$6,540,059"
"New Britain School District","=""0890011""","Other Salaries","$3,514,628"
"New Britain School District","=""0890011""","Employee Benefits","$6,167,190"
"New Britain School District","=""0890011""","Purchased Services Other Than Transportation","$3,557,331"
"New Britain School District","=""0890011""","Special Education Tuition","$8,876,247"
"New Britain School District","=""0890011""","Supplies","$358,579"
"New Britain School District","=""0890011""","Property Services","$0"
"New Britain School District","=""0890011""","Purchased Services For Transportation","$4,660,331"
"New Britain School District","=""0890011""","Equipment","$42,538"
"New Britain School District","=""0890011""","All Other Expenditures","$0"
"New Britain School District","=""0890011""","Total","$48,586,315"
"New Canaan School District","=""0900011""","Teacher Salaries","$7,156,583"
"New Canaan School District","=""0900011""","Instructional Aide Salaries","$2,690,557"
"New Canaan School District","=""0900011""","Other Salaries","$2,245,209"
"New Canaan School District","=""0900011""","Employee Benefits","$2,773,086"
"New Canaan School District","=""0900011""","Purchased Services Other Than Transportation","$768,892"
"New Canaan School District","=""0900011""","Special Education Tuition","$1,995,981"
"New Canaan School District","=""0900011""","Supplies","$81,636"
"New Canaan School District","=""0900011""","Property Services","$0"
"New Canaan School District","=""0900011""","Purchased Services For Transportation","$43,158"
"New Canaan School District","=""0900011""","Equipment","$12,383"
"New Canaan School District","=""0900011""","All Other Expenditures","$2,025"
"New Canaan School District","=""0900011""","Total","$17,769,510"
"New Fairfield School District","=""0910011""","Teacher Salaries","$4,026,775"
"New Fairfield School District","=""0910011""","Instructional Aide Salaries","$1,466,450"
"New Fairfield School District","=""0910011""","Other Salaries","$0"
"New Fairfield School District","=""0910011""","Employee Benefits","$1,376,475"
"New Fairfield School District","=""0910011""","Purchased Services Other Than Transportation","$261,438"
"New Fairfield School District","=""0910011""","Special Education Tuition","$1,228,242"
"New Fairfield School District","=""0910011""","Supplies","$97,346"
"New Fairfield School District","=""0910011""","Property Services","$0"
"New Fairfield School District","=""0910011""","Purchased Services For Transportation","$773,993"
"New Fairfield School District","=""0910011""","Equipment","$13,761"
"New Fairfield School District","=""0910011""","All Other Expenditures","$3,457"
"New Fairfield School District","=""0910011""","Total","$9,247,938"
"New Hartford School District","=""0920011""","Teacher Salaries","$814,710"
"New Hartford School District","=""0920011""","Instructional Aide Salaries","$457,519"
"New Hartford School District","=""0920011""","Other Salaries","$3,571"
"New Hartford School District","=""0920011""","Employee Benefits","$306,046"
"New Hartford School District","=""0920011""","Purchased Services Other Than Transportation","$132,383"
"New Hartford School District","=""0920011""","Special Education Tuition","$255,755"
"New Hartford School District","=""0920011""","Supplies","$4,952"
"New Hartford School District","=""0920011""","Property Services","$0"
"New Hartford School District","=""0920011""","Purchased Services For Transportation","$91,453"
"New Hartford School District","=""0920011""","Equipment","$8,033"
"New Hartford School District","=""0920011""","All Other Expenditures","$380"
"New Hartford School District","=""0920011""","Total","$2,074,802"
"New Haven School District","=""0930011""","Teacher Salaries","$23,813,463"
"New Haven School District","=""0930011""","Instructional Aide Salaries","$2,693,787"
"New Haven School District","=""0930011""","Other Salaries","$2,732,250"
"New Haven School District","=""0930011""","Employee Benefits","$11,649,797"
"New Haven School District","=""0930011""","Purchased Services Other Than Transportation","$2,721,117"
"New Haven School District","=""0930011""","Special Education Tuition","$21,273,765"
"New Haven School District","=""0930011""","Supplies","$201,784"
"New Haven School District","=""0930011""","Property Services","$0"
"New Haven School District","=""0930011""","Purchased Services For Transportation","$7,511,754"
"New Haven School District","=""0930011""","Equipment","$25,744"
"New Haven School District","=""0930011""","All Other Expenditures","$274,826"
"New Haven School District","=""0930011""","Total","$72,898,286"
"New London School District","=""0950011""","Teacher Salaries","$3,753,348"
"New London School District","=""0950011""","Instructional Aide Salaries","$1,776,386"
"New London School District","=""0950011""","Other Salaries","$1,122,587"
"New London School District","=""0950011""","Employee Benefits","$1,956,054"
"New London School District","=""0950011""","Purchased Services Other Than Transportation","$680,309"
"New London School District","=""0950011""","Special Education Tuition","$6,207,250"
"New London School District","=""0950011""","Supplies","$133,827"
"New London School District","=""0950011""","Property Services","$1,375"
"New London School District","=""0950011""","Purchased Services For Transportation","$1,200,512"
"New London School District","=""0950011""","Equipment","$42,656"
"New London School District","=""0950011""","All Other Expenditures","$495"
"New London School District","=""0950011""","Total","$16,874,799"
"New Milford School District","=""0960011""","Teacher Salaries","$6,054,875"
"New Milford School District","=""0960011""","Instructional Aide Salaries","$2,376,291"
"New Milford School District","=""0960011""","Other Salaries","$48,552"
"New Milford School District","=""0960011""","Employee Benefits","$1,763,164"
"New Milford School District","=""0960011""","Purchased Services Other Than Transportation","$2,519,746"
"New Milford School District","=""0960011""","Special Education Tuition","$1,734,114"
"New Milford School District","=""0960011""","Supplies","$69,804"
"New Milford School District","=""0960011""","Property Services","$0"
"New Milford School District","=""0960011""","Purchased Services For Transportation","$465,282"
"New Milford School District","=""0960011""","Equipment","$12,175"
"New Milford School District","=""0960011""","All Other Expenditures","$1,011"
"New Milford School District","=""0960011""","Total","$15,045,013"
"Newington School District","=""0940011""","Teacher Salaries","$4,801,923"
"Newington School District","=""0940011""","Instructional Aide Salaries","$2,088,855"
"Newington School District","=""0940011""","Other Salaries","$1,318,199"
"Newington School District","=""0940011""","Employee Benefits","$2,087,512"
"Newington School District","=""0940011""","Purchased Services Other Than Transportation","$901,496"
"Newington School District","=""0940011""","Special Education Tuition","$4,053,327"
"Newington School District","=""0940011""","Supplies","$129,728"
"Newington School District","=""0940011""","Property Services","$8,196"
"Newington School District","=""0940011""","Purchased Services For Transportation","$629,785"
"Newington School District","=""0940011""","Equipment","$14,016"
"Newington School District","=""0940011""","All Other Expenditures","$1,445"
"Newington School District","=""0940011""","Total","$16,034,482"
"Newtown School District","=""0970011""","Teacher Salaries","$5,702,078"
"Newtown School District","=""0970011""","Instructional Aide Salaries","$1,905,262"
"Newtown School District","=""0970011""","Other Salaries","$2,202,661"
"Newtown School District","=""0970011""","Employee Benefits","$2,154,019"
"Newtown School District","=""0970011""","Purchased Services Other Than Transportation","$367,647"
"Newtown School District","=""0970011""","Special Education Tuition","$4,683,316"
"Newtown School District","=""0970011""","Supplies","$115,612"
"Newtown School District","=""0970011""","Property Services","$6,152"
"Newtown School District","=""0970011""","Purchased Services For Transportation","$1,454,003"
"Newtown School District","=""0970011""","Equipment","$34,996"
"Newtown School District","=""0970011""","All Other Expenditures","$995"
"Newtown School District","=""0970011""","Total","$18,626,743"
"Norfolk School District","=""0980011""","Teacher Salaries","$70,228"
"Norfolk School District","=""0980011""","Instructional Aide Salaries","$28,747"
"Norfolk School District","=""0980011""","Other Salaries","$0"
"Norfolk School District","=""0980011""","Employee Benefits","$0"
"Norfolk School District","=""0980011""","Purchased Services Other Than Transportation","$404,649"
"Norfolk School District","=""0980011""","Special Education Tuition","$60,440"
"Norfolk School District","=""0980011""","Supplies","$500"
"Norfolk School District","=""0980011""","Property Services","$0"
"Norfolk School District","=""0980011""","Purchased Services For Transportation","$52,209"
"Norfolk School District","=""0980011""","Equipment","$0"
"Norfolk School District","=""0980011""","All Other Expenditures","$0"
"Norfolk School District","=""0980011""","Total","$616,773"
"North Branford School District","=""0990011""","Teacher Salaries","$1,772,332"
"North Branford School District","=""0990011""","Instructional Aide Salaries","$943,770"
"North Branford School District","=""0990011""","Other Salaries","$1,151,632"
"North Branford School District","=""0990011""","Employee Benefits","$655,395"
"North Branford School District","=""0990011""","Purchased Services Other Than Transportation","$225,231"
"North Branford School District","=""0990011""","Special Education Tuition","$1,172,210"
"North Branford School District","=""0990011""","Supplies","$49,769"
"North Branford School District","=""0990011""","Property Services","$1,716"
"North Branford School District","=""0990011""","Purchased Services For Transportation","$610,163"
"North Branford School District","=""0990011""","Equipment","$8,489"
"North Branford School District","=""0990011""","All Other Expenditures","$1,978"
"North Branford School District","=""0990011""","Total","$6,592,683"
"North Canaan School District","=""1000011""","Teacher Salaries","$546,683"
"North Canaan School District","=""1000011""","Instructional Aide Salaries","$6,081"
"North Canaan School District","=""1000011""","Other Salaries","$222,590"
"North Canaan School District","=""1000011""","Employee Benefits","$255,854"
"North Canaan School District","=""1000011""","Purchased Services Other Than Transportation","$45,449"
"North Canaan School District","=""1000011""","Special Education Tuition","$120"
"North Canaan School District","=""1000011""","Supplies","$4,252"
"North Canaan School District","=""1000011""","Property Services","$0"
"North Canaan School District","=""1000011""","Purchased Services For Transportation","$43,155"
"North Canaan School District","=""1000011""","Equipment","$167"
"North Canaan School District","=""1000011""","All Other Expenditures","$0"
"North Canaan School District","=""1000011""","Total","$1,124,351"
"North Haven School District","=""1010011""","Teacher Salaries","$4,393,132"
"North Haven School District","=""1010011""","Instructional Aide Salaries","$1,393,979"
"North Haven School District","=""1010011""","Other Salaries","$93,820"
"North Haven School District","=""1010011""","Employee Benefits","$1,312,806"
"North Haven School District","=""1010011""","Purchased Services Other Than Transportation","$1,271,446"
"North Haven School District","=""1010011""","Special Education Tuition","$3,391,688"
"North Haven School District","=""1010011""","Supplies","$50,412"
"North Haven School District","=""1010011""","Property Services","$0"
"North Haven School District","=""1010011""","Purchased Services For Transportation","$1,100,662"
"North Haven School District","=""1010011""","Equipment","$2,000"
"North Haven School District","=""1010011""","All Other Expenditures","$5,450"
"North Haven School District","=""1010011""","Total","$13,015,395"
"North Stonington School District","=""1020011""","Teacher Salaries","$1,184,715"
"North Stonington School District","=""1020011""","Instructional Aide Salaries","$0"
"North Stonington School District","=""1020011""","Other Salaries","$298,762"
"North Stonington School District","=""1020011""","Employee Benefits","$683,581"
"North Stonington School District","=""1020011""","Purchased Services Other Than Transportation","$115,891"
"North Stonington School District","=""1020011""","Special Education Tuition","$208,106"
"North Stonington School District","=""1020011""","Supplies","$15,161"
"North Stonington School District","=""1020011""","Property Services","$0"
"North Stonington School District","=""1020011""","Purchased Services For Transportation","$138,431"
"North Stonington School District","=""1020011""","Equipment","$3,954"
"North Stonington School District","=""1020011""","All Other Expenditures","$258"
"North Stonington School District","=""1020011""","Total","$2,648,858"
"Norwalk School District","=""1030011""","Teacher Salaries","$12,067,908"
"Norwalk School District","=""1030011""","Instructional Aide Salaries","$7,415,509"
"Norwalk School District","=""1030011""","Other Salaries","$8,529,652"
"Norwalk School District","=""1030011""","Employee Benefits","$7,113,318"
"Norwalk School District","=""1030011""","Purchased Services Other Than Transportation","$3,005,508"
"Norwalk School District","=""1030011""","Special Education Tuition","$8,031,501"
"Norwalk School District","=""1030011""","Supplies","$289,436"
"Norwalk School District","=""1030011""","Property Services","$33,601"
"Norwalk School District","=""1030011""","Purchased Services For Transportation","$4,083,804"
"Norwalk School District","=""1030011""","Equipment","$370,878"
"Norwalk School District","=""1030011""","All Other Expenditures","$5,124"
"Norwalk School District","=""1030011""","Total","$50,946,240"
"Norwich School District","=""1040011""","Teacher Salaries","$5,045,656"
"Norwich School District","=""1040011""","Instructional Aide Salaries","$3,322,607"
"Norwich School District","=""1040011""","Other Salaries","$181,231"
"Norwich School District","=""1040011""","Employee Benefits","$1,975,941"
"Norwich School District","=""1040011""","Purchased Services Other Than Transportation","$1,537,370"
"Norwich School District","=""1040011""","Special Education Tuition","$16,842,490"
"Norwich School District","=""1040011""","Supplies","$135,061"
"Norwich School District","=""1040011""","Property Services","$4,623"
"Norwich School District","=""1040011""","Purchased Services For Transportation","$3,856,377"
"Norwich School District","=""1040011""","Equipment","$21,549"
"Norwich School District","=""1040011""","All Other Expenditures","$1,620"
"Norwich School District","=""1040011""","Total","$32,924,524"
"Odyssey Community School District","=""2630013""","Teacher Salaries","$297,936"
"Odyssey Community School District","=""2630013""","Instructional Aide Salaries","$0"
"Odyssey Community School District","=""2630013""","Other Salaries","$0"
"Odyssey Community School District","=""2630013""","Employee Benefits","$47,839"
"Odyssey Community School District","=""2630013""","Purchased Services Other Than Transportation","$0"
"Odyssey Community School District","=""2630013""","Special Education Tuition","$0"
"Odyssey Community School District","=""2630013""","Supplies","$2,313"
"Odyssey Community School District","=""2630013""","Property Services","$0"
"Odyssey Community School District","=""2630013""","Purchased Services For Transportation","$0"
"Odyssey Community School District","=""2630013""","Equipment","$0"
"Odyssey Community School District","=""2630013""","All Other Expenditures","$0"
"Odyssey Community School District","=""2630013""","Total","$348,087"
"Old Saybrook School District","=""1060011""","Teacher Salaries","$2,532,070"
"Old Saybrook School District","=""1060011""","Instructional Aide Salaries","$858,405"
"Old Saybrook School District","=""1060011""","Other Salaries","$199,359"
"Old Saybrook School District","=""1060011""","Employee Benefits","$620,608"
"Old Saybrook School District","=""1060011""","Purchased Services Other Than Transportation","$160,513"
"Old Saybrook School District","=""1060011""","Special Education Tuition","$684,207"
"Old Saybrook School District","=""1060011""","Supplies","$53,484"
"Old Saybrook School District","=""1060011""","Property Services","$0"
"Old Saybrook School District","=""1060011""","Purchased Services For Transportation","$300,386"
"Old Saybrook School District","=""1060011""","Equipment","$12,991"
"Old Saybrook School District","=""1060011""","All Other Expenditures","$1,429"
"Old Saybrook School District","=""1060011""","Total","$5,423,453"
"Orange School District","=""1070011""","Teacher Salaries","$2,007,033"
"Orange School District","=""1070011""","Instructional Aide Salaries","$0"
"Orange School District","=""1070011""","Other Salaries","$914,681"
"Orange School District","=""1070011""","Employee Benefits","$628,496"
"Orange School District","=""1070011""","Purchased Services Other Than Transportation","$234,995"
"Orange School District","=""1070011""","Special Education Tuition","$474,109"
"Orange School District","=""1070011""","Supplies","$22,542"
"Orange School District","=""1070011""","Property Services","$0"
"Orange School District","=""1070011""","Purchased Services For Transportation","$352,275"
"Orange School District","=""1070011""","Equipment","$219,201"
"Orange School District","=""1070011""","All Other Expenditures","$17,753"
"Orange School District","=""1070011""","Total","$4,871,085"
"Oxford School District","=""1080011""","Teacher Salaries","$2,617,863"
"Oxford School District","=""1080011""","Instructional Aide Salaries","$953,139"
"Oxford School District","=""1080011""","Other Salaries","$788,319"
"Oxford School District","=""1080011""","Employee Benefits","$1,411,917"
"Oxford School District","=""1080011""","Purchased Services Other Than Transportation","$469,705"
"Oxford School District","=""1080011""","Special Education Tuition","$1,955,323"
"Oxford School District","=""1080011""","Supplies","$18,063"
"Oxford School District","=""1080011""","Property Services","$10,000"
"Oxford School District","=""1080011""","Purchased Services For Transportation","$660,421"
"Oxford School District","=""1080011""","Equipment","$27,105"
"Oxford School District","=""1080011""","All Other Expenditures","$0"
"Oxford School District","=""1080011""","Total","$8,911,856"
"Park City Prep Charter School District","=""2830013""","Teacher Salaries","$122,872"
"Park City Prep Charter School District","=""2830013""","Instructional Aide Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Other Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Employee Benefits","$10,628"
"Park City Prep Charter School District","=""2830013""","Purchased Services Other Than Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Special Education Tuition","$0"
"Park City Prep Charter School District","=""2830013""","Supplies","$0"
"Park City Prep Charter School District","=""2830013""","Property Services","$0"
"Park City Prep Charter School District","=""2830013""","Purchased Services For Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Equipment","$0"
"Park City Prep Charter School District","=""2830013""","All Other Expenditures","$0"
"Park City Prep Charter School District","=""2830013""","Total","$133,500"
"Plainfield School District","=""1090011""","Teacher Salaries","$2,097,913"
"Plainfield School District","=""1090011""","Instructional Aide Salaries","$0"
"Plainfield School District","=""1090011""","Other Salaries","$2,282,076"
"Plainfield School District","=""1090011""","Employee Benefits","$1,379,908"
"Plainfield School District","=""1090011""","Purchased Services Other Than Transportation","$267,035"
"Plainfield School District","=""1090011""","Special Education Tuition","$2,245,802"
"Plainfield School District","=""1090011""","Supplies","$137,422"
"Plainfield School District","=""1090011""","Property Services","$5,151"
"Plainfield School District","=""1090011""","Purchased Services For Transportation","$1,046,948"
"Plainfield School District","=""1090011""","Equipment","$0"
"Plainfield School District","=""1090011""","All Other Expenditures","$1,275"
"Plainfield School District","=""1090011""","Total","$9,463,530"
"Plainville School District","=""1100011""","Teacher Salaries","$2,805,905"
"Plainville School District","=""1100011""","Instructional Aide Salaries","$1,313,072"
"Plainville School District","=""1100011""","Other Salaries","$840,994"
"Plainville School District","=""1100011""","Employee Benefits","$1,432,948"
"Plainville School District","=""1100011""","Purchased Services Other Than Transportation","$220,985"
"Plainville School District","=""1100011""","Special Education Tuition","$1,223,137"
"Plainville School District","=""1100011""","Supplies","$56,428"
"Plainville School District","=""1100011""","Property Services","$974"
"Plainville School District","=""1100011""","Purchased Services For Transportation","$648,128"
"Plainville School District","=""1100011""","Equipment","$338"
"Plainville School District","=""1100011""","All Other Expenditures","$500"
"Plainville School District","=""1100011""","Total","$8,543,409"
"Plymouth School District","=""1110011""","Teacher Salaries","$2,356,282"
"Plymouth School District","=""1110011""","Instructional Aide Salaries","$833,081"
"Plymouth School District","=""1110011""","Other Salaries","$513,272"
"Plymouth School District","=""1110011""","Employee Benefits","$1,090,012"
"Plymouth School District","=""1110011""","Purchased Services Other Than Transportation","$354,415"
"Plymouth School District","=""1110011""","Special Education Tuition","$1,134,024"
"Plymouth School District","=""1110011""","Supplies","$41,695"
"Plymouth School District","=""1110011""","Property Services","$0"
"Plymouth School District","=""1110011""","Purchased Services For Transportation","$396,554"
"Plymouth School District","=""1110011""","Equipment","$0"
"Plymouth School District","=""1110011""","All Other Expenditures","$530"
"Plymouth School District","=""1110011""","Total","$6,719,865"
"Pomfret School District","=""1120011""","Teacher Salaries","$425,188"
"Pomfret School District","=""1120011""","Instructional Aide Salaries","$218,946"
"Pomfret School District","=""1120011""","Other Salaries","$365,868"
"Pomfret School District","=""1120011""","Employee Benefits","$263,438"
"Pomfret School District","=""1120011""","Purchased Services Other Than Transportation","$75,918"
"Pomfret School District","=""1120011""","Special Education Tuition","$1,514,877"
"Pomfret School District","=""1120011""","Supplies","$21,737"
"Pomfret School District","=""1120011""","Property Services","$0"
"Pomfret School District","=""1120011""","Purchased Services For Transportation","$119,502"
"Pomfret School District","=""1120011""","Equipment","$7,270"
"Pomfret School District","=""1120011""","All Other Expenditures","$1,636"
"Pomfret School District","=""1120011""","Total","$3,014,378"
"Portland School District","=""1130011""","Teacher Salaries","$1,289,093"
"Portland School District","=""1130011""","Instructional Aide Salaries","$721,386"
"Portland School District","=""1130011""","Other Salaries","$400,118"
"Portland School District","=""1130011""","Employee Benefits","$798,584"
"Portland School District","=""1130011""","Purchased Services Other Than Transportation","$443,352"
"Portland School District","=""1130011""","Special Education Tuition","$940,377"
"Portland School District","=""1130011""","Supplies","$32,644"
"Portland School District","=""1130011""","Property Services","$3,702"
"Portland School District","=""1130011""","Purchased Services For Transportation","$215,518"
"Portland School District","=""1130011""","Equipment","$15,564"
"Portland School District","=""1130011""","All Other Expenditures","$0"
"Portland School District","=""1130011""","Total","$4,860,338"
"Preston School District","=""1140011""","Teacher Salaries","$845,006"
"Preston School District","=""1140011""","Instructional Aide Salaries","$449,377"
"Preston School District","=""1140011""","Other Salaries","$139,330"
"Preston School District","=""1140011""","Employee Benefits","$357,260"
"Preston School District","=""1140011""","Purchased Services Other Than Transportation","$278,013"
"Preston School District","=""1140011""","Special Education Tuition","$814,032"
"Preston School District","=""1140011""","Supplies","$40,464"
"Preston School District","=""1140011""","Property Services","$0"
"Preston School District","=""1140011""","Purchased Services For Transportation","$45,823"
"Preston School District","=""1140011""","Equipment","$4,250"
"Preston School District","=""1140011""","All Other Expenditures","$0"
"Preston School District","=""1140011""","Total","$2,973,555"
"Putnam School District","=""1160011""","Teacher Salaries","$1,746,203"
"Putnam School District","=""1160011""","Instructional Aide Salaries","$647,426"
"Putnam School District","=""1160011""","Other Salaries","$291,463"
"Putnam School District","=""1160011""","Employee Benefits","$606,206"
"Putnam School District","=""1160011""","Purchased Services Other Than Transportation","$250,538"
"Putnam School District","=""1160011""","Special Education Tuition","$1,747,552"
"Putnam School District","=""1160011""","Supplies","$24,156"
"Putnam School District","=""1160011""","Property Services","$0"
"Putnam School District","=""1160011""","Purchased Services For Transportation","$67,395"
"Putnam School District","=""1160011""","Equipment","$298"
"Putnam School District","=""1160011""","All Other Expenditures","$3,535"
"Putnam School District","=""1160011""","Total","$5,384,772"
"Redding School District","=""1170011""","Teacher Salaries","$2,802,133"
"Redding School District","=""1170011""","Instructional Aide Salaries","$1,130,536"
"Redding School District","=""1170011""","Other Salaries","$0"
"Redding School District","=""1170011""","Employee Benefits","$1,268,740"
"Redding School District","=""1170011""","Purchased Services Other Than Transportation","$253,318"
"Redding School District","=""1170011""","Special Education Tuition","$564,987"
"Redding School District","=""1170011""","Supplies","$18,409"
"Redding School District","=""1170011""","Property Services","$11,067"
"Redding School District","=""1170011""","Purchased Services For Transportation","$412,103"
"Redding School District","=""1170011""","Equipment","$11,664"
"Redding School District","=""1170011""","All Other Expenditures","$121"
"Redding School District","=""1170011""","Total","$6,473,077"
"Regional School District 01","=""2010012""","Teacher Salaries","$803,938"
"Regional School District 01","=""2010012""","Instructional Aide Salaries","$92,009"
"Regional School District 01","=""2010012""","Other Salaries","$221,313"
"Regional School District 01","=""2010012""","Employee Benefits","$370,680"
"Regional School District 01","=""2010012""","Purchased Services Other Than Transportation","$63,039"
"Regional School District 01","=""2010012""","Special Education Tuition","$613,075"
"Regional School District 01","=""2010012""","Supplies","$5,947"
"Regional School District 01","=""2010012""","Property Services","$0"
"Regional School District 01","=""2010012""","Purchased Services For Transportation","$62,771"
"Regional School District 01","=""2010012""","Equipment","$233"
"Regional School District 01","=""2010012""","All Other Expenditures","$0"
"Regional School District 01","=""2010012""","Total","$2,233,005"
"Regional School District 04","=""2040012""","Teacher Salaries","$1,084,199"
"Regional School District 04","=""2040012""","Instructional Aide Salaries","$765,641"
"Regional School District 04","=""2040012""","Other Salaries","$76,761"
"Regional School District 04","=""2040012""","Employee Benefits","$511,157"
"Regional School District 04","=""2040012""","Purchased Services Other Than Transportation","$32,958"
"Regional School District 04","=""2040012""","Special Education Tuition","$1,216,252"
"Regional School District 04","=""2040012""","Supplies","$10,985"
"Regional School District 04","=""2040012""","Property Services","$2,239"
"Regional School District 04","=""2040012""","Purchased Services For Transportation","$326,885"
"Regional School District 04","=""2040012""","Equipment","$2,457"
"Regional School District 04","=""2040012""","All Other Expenditures","$305"
"Regional School District 04","=""2040012""","Total","$4,029,841"
"Regional School District 05","=""2050012""","Teacher Salaries","$3,276,669"
"Regional School District 05","=""2050012""","Instructional Aide Salaries","$550,592"
"Regional School District 05","=""2050012""","Other Salaries","$0"
"Regional School District 05","=""2050012""","Employee Benefits","$722,997"
"Regional School District 05","=""2050012""","Purchased Services Other Than Transportation","$436,010"
"Regional School District 05","=""2050012""","Special Education Tuition","$2,449,388"
"Regional School District 05","=""2050012""","Supplies","$24,913"
"Regional School District 05","=""2050012""","Property Services","$9,000"
"Regional School District 05","=""2050012""","Purchased Services For Transportation","$1,071,229"
"Regional School District 05","=""2050012""","Equipment","$88,102"
"Regional School District 05","=""2050012""","All Other Expenditures","$1,680"
"Regional School District 05","=""2050012""","Total","$8,630,580"
"Regional School District 06","=""2060012""","Teacher Salaries","$1,557,182"
"Regional School District 06","=""2060012""","Instructional Aide Salaries","$0"
"Regional School District 06","=""2060012""","Other Salaries","$1,133,363"
"Regional School District 06","=""2060012""","Employee Benefits","$711,714"
"Regional School District 06","=""2060012""","Purchased Services Other Than Transportation","$56,492"
"Regional School District 06","=""2060012""","Special Education Tuition","$286,822"
"Regional School District 06","=""2060012""","Supplies","$27,397"
"Regional School District 06","=""2060012""","Property Services","$0"
"Regional School District 06","=""2060012""","Purchased Services For Transportation","$105,407"
"Regional School District 06","=""2060012""","Equipment","$0"
"Regional School District 06","=""2060012""","All Other Expenditures","$42,873"
"Regional School District 06","=""2060012""","Total","$3,921,250"
"Regional School District 07","=""2070012""","Teacher Salaries","$1,033,416"
"Regional School District 07","=""2070012""","Instructional Aide Salaries","$170,578"
"Regional School District 07","=""2070012""","Other Salaries","$6,578"
"Regional School District 07","=""2070012""","Employee Benefits","$251,162"
"Regional School District 07","=""2070012""","Purchased Services Other Than Transportation","$1,806,796"
"Regional School District 07","=""2070012""","Special Education Tuition","$1,035,114"
"Regional School District 07","=""2070012""","Supplies","$11,715"
"Regional School District 07","=""2070012""","Property Services","$0"
"Regional School District 07","=""2070012""","Purchased Services For Transportation","$446,806"
"Regional School District 07","=""2070012""","Equipment","$3,034"
"Regional School District 07","=""2070012""","All Other Expenditures","$0"
"Regional School District 07","=""2070012""","Total","$4,765,199"
"Regional School District 08","=""2080012""","Teacher Salaries","$1,667,145"
"Regional School District 08","=""2080012""","Instructional Aide Salaries","$773,841"
"Regional School District 08","=""2080012""","Other Salaries","$566,231"
"Regional School District 08","=""2080012""","Employee Benefits","$451,730"
"Regional School District 08","=""2080012""","Purchased Services Other Than Transportation","$669,877"
"Regional School District 08","=""2080012""","Special Education Tuition","$1,736,399"
"Regional School District 08","=""2080012""","Supplies","$44,002"
"Regional School District 08","=""2080012""","Property Services","$2,070"
"Regional School District 08","=""2080012""","Purchased Services For Transportation","$797,901"
"Regional School District 08","=""2080012""","Equipment","$13,564"
"Regional School District 08","=""2080012""","All Other Expenditures","$150"
"Regional School District 08","=""2080012""","Total","$6,722,910"
"Regional School District 09","=""2090012""","Teacher Salaries","$1,381,363"
"Regional School District 09","=""2090012""","Instructional Aide Salaries","$644,205"
"Regional School District 09","=""2090012""","Other Salaries","$0"
"Regional School District 09","=""2090012""","Employee Benefits","$477,964"
"Regional School District 09","=""2090012""","Purchased Services Other Than Transportation","$265,326"
"Regional School District 09","=""2090012""","Special Education Tuition","$1,724,840"
"Regional School District 09","=""2090012""","Supplies","$10,315"
"Regional School District 09","=""2090012""","Property Services","$145"
"Regional School District 09","=""2090012""","Purchased Services For Transportation","$618,178"
"Regional School District 09","=""2090012""","Equipment","$13,846"
"Regional School District 09","=""2090012""","All Other Expenditures","$506"
"Regional School District 09","=""2090012""","Total","$5,136,688"
"Regional School District 10","=""2100012""","Teacher Salaries","$3,495,561"
"Regional School District 10","=""2100012""","Instructional Aide Salaries","$1,065,041"
"Regional School District 10","=""2100012""","Other Salaries","$573,386"
"Regional School District 10","=""2100012""","Employee Benefits","$1,150,783"
"Regional School District 10","=""2100012""","Purchased Services Other Than Transportation","$152,075"
"Regional School District 10","=""2100012""","Special Education Tuition","$2,317,986"
"Regional School District 10","=""2100012""","Supplies","$36,264"
"Regional School District 10","=""2100012""","Property Services","$35,147"
"Regional School District 10","=""2100012""","Purchased Services For Transportation","$585,592"
"Regional School District 10","=""2100012""","Equipment","$591"
"Regional School District 10","=""2100012""","All Other Expenditures","$941"
"Regional School District 10","=""2100012""","Total","$9,413,367"
"Regional School District 11","=""2110012""","Teacher Salaries","$274,138"
"Regional School District 11","=""2110012""","Instructional Aide Salaries","$117,905"
"Regional School District 11","=""2110012""","Other Salaries","$0"
"Regional School District 11","=""2110012""","Employee Benefits","$83,475"
"Regional School District 11","=""2110012""","Purchased Services Other Than Transportation","$133,768"
"Regional School District 11","=""2110012""","Special Education Tuition","$561,867"
"Regional School District 11","=""2110012""","Supplies","$4,992"
"Regional School District 11","=""2110012""","Property Services","$0"
